Number of Records,Year_Coal,Value_Coal,Countries
1,01/01/1984,0,Kuwait
1,01/01/1984,0,Oman
1,01/01/1984,0,Qatar
1,01/01/1984,0,Saudi Arabia
1,01/01/1984,0,United Arab Emirates
1,01/01/1984,0.826,Algeria
1,01/01/1984,0.7052,Egypt
1,01/01/1984,0.56,Morocco
1,01/01/1984,60.751215372,South Africa
1,01/01/1984,2.105646895,Eastern Africa
1,01/01/1984,30.602130505,Australia
1,01/01/1984,0.035029,Bangladesh
1,01/01/1984,373.02377,China
1,01/01/1984,2.744,China Hong Kong SAR
1,01/01/1984,70.362066223,India
1,01/01/1984,0.267,Indonesia
1,01/01/1984,68.61397,Japan
1,01/01/1984,0.239,Malaysia
1,01/01/1984,1.179463791,New Zealand
1,01/01/1984,1.166,Pakistan
1,01/01/1984,0.7894872,Philippines
1,01/01/1984,0.004999,Singapore
1,01/01/1984,19.867,South Korea
1,01/01/1984,0.034776,Sri Lanka
1,01/01/1984,6.346911,Taiwan
1,01/01/1984,0.789186,Thailand
1,01/01/1984,2.821,Vietnam
1,01/01/1985,26.800563676,Canada
1,01/01/1985,3.045715105,Mexico
1,01/01/1985,418.426527854,US
1,01/01/1985,0.911402043,Argentina
1,01/01/1985,10.021327865,Brazil
1,01/01/1985,1.173,Chile
1,01/01/1985,3.0537169,Colombia
1,01/01/1985,0,Ecuador
1,01/01/1985,0.119924525,Peru
1,01/01/1985,0,Trinidad & Tobago
1,01/01/1985,0.179011,Venezuela
1,01/01/1985,4.369303525,Austria
1,01/01/1985,10.73316328,Belgium
1,01/01/1985,10.078,Bulgaria
1,01/01/1985,0,Croatia
1,01/01/1985,0.093,Cyprus
1,01/01/1985,38.249,Czech Republic
1,01/01/1985,7.2717,Denmark
1,01/01/1985,5.805701019,Estonia
1,01/01/1985,4.989323588,Finland
1,01/01/1985,24.39,France
1,01/01/1985,149.269,Germany
1,01/01/1985,6.045,Greece
1,01/01/1985,7.604,Hungary
1,01/01/1985,0.070380739,Iceland
1,01/01/1985,2.492,Ireland
1,01/01/1985,15.076,Italy
1,01/01/1985,0.726,Latvia
1,01/01/1985,0.813216,Lithuania
1,01/01/1985,1.4013,Luxembourg
1,01/01/1985,6.35330085,Netherlands
1,01/01/1985,0,North Macedonia
1,01/01/1985,1.118928,Norway
1,01/01/1985,99.855,Poland
1,01/01/1985,0.769,Portugal
1,01/01/1985,14.922,Romania
1,01/01/1985,8.475,Slovakia
1,01/01/1985,0,Slovenia
1,01/01/1985,17.978,Spain
1,01/01/1985,2.909835,Sweden
1,01/01/1985,0.503248304,Switzerland
1,01/01/1985,11.933,Turkey
1,01/01/1985,76.9891417,Ukraine
1,01/01/1985,62.879,United Kingdom
1,01/01/1985,0.092,Azerbaijan
1,01/01/1985,2.159276,Belarus
1,01/01/1985,38.134,Kazakhstan
1,01/01/1985,198.098453023,Russian Federation
1,01/01/1985,0.322,Turkmenistan
1,01/01/1985,,USSR
1,01/01/1985,2.74935512,Uzbekistan
1,01/01/1985,0.966867,Iran
1,01/01/1985,0,Iraq
1,01/01/1985,1.847,Israel
1,01/01/1985,0,Kuwait
1,01/01/1985,0,Oman
1,01/01/1985,0,Qatar
1,01/01/1985,0,Saudi Arabia
1,01/01/1985,0,United Arab Emirates
1,01/01/1985,0.862,Algeria
1,01/01/1985,0.744595,Egypt
1,01/01/1985,0.662,Morocco
1,01/01/1985,62.388109483,South Africa
1,01/01/1985,2.336688897,Eastern Africa
1,01/01/1985,31.65424668,Australia
1,01/01/1985,0.048981,Bangladesh
1,01/01/1985,407.24544,China
1,01/01/1985,3.397,China Hong Kong SAR
1,01/01/1985,73.722878699,India
1,01/01/1985,0.9,Indonesia
1,01/01/1985,71.61019,Japan
1,01/01/1985,0.319,Malaysia
1,01/01/1985,1.089082593,New Zealand
1,01/01/1985,1.323,Pakistan
1,01/01/1985,1.1165738,Philippines
1,01/01/1985,0.011345,Singapore
1,01/01/1985,22.022,South Korea
1,01/01/1985,0.021042,Sri Lanka
1,01/01/1985,6.72343,Taiwan
1,01/01/1985,1.585126,Thailand
1,01/01/1985,2.804,Vietnam
1,01/01/1986,24.839471673,Canada
1,01/01/1986,3.358340499,Mexico
1,01/01/1986,413.207145031,US
1,01/01/1986,1.041216623,Argentina
1,01/01/1986,10.145529164,Brazil
1,01/01/1986,1.114,Chile
1,01/01/1986,3.0153422,Colombia
1,01/01/1986,0,Ecuador
1,01/01/1986,0.162892901,Peru
1,01/01/1986,0,Trinidad & Tobago
1,01/01/1986,0.199058,Venezuela
1,01/01/1986,3.895313844,Austria
1,01/01/1986,9.158165197,Belgium
1,01/01/1986,10.359,Bulgaria
1,01/01/1986,0,Croatia
1,01/01/1986,0.057,Cyprus
1,01/01/1986,38.076,Czech Republic
1,01/01/1986,7.3556,Denmark
1,01/01/1986,5.87631266,Estonia
1,01/01/1986,4.561932741,Finland
1,01/01/1986,20.16,France
1,01/01/1986,141.047,Germany
1,01/01/1986,5.769,Greece
1,01/01/1986,7.515,Hungary
1,01/01/1986,0.079276354,Iceland
1,01/01/1986,2.739,Ireland
1,01/01/1986,14.819,Italy
1,01/01/1986,0.91614,Latvia
1,01/01/1986,0.946452,Lithuania
1,01/01/1986,1.2453,Luxembourg
1,01/01/1986,6.544377568,Netherlands
1,01/01/1986,0,North Macedonia
1,01/01/1986,0.997189,Norway
1,01/01/1986,102.408,Poland
1,01/01/1986,1.45,Portugal
1,01/01/1986,15.113,Romania
1,01/01/1986,7.828,Slovakia
1,01/01/1986,0,Slovenia
1,01/01/1986,18.63,Spain
1,01/01/1986,3.102244,Sweden
1,01/01/1986,0.433027611,Switzerland
1,01/01/1986,13.132,Turkey
1,01/01/1986,76.4788666,Ukraine
1,01/01/1986,67.908,United Kingdom
1,01/01/1986,0.092,Azerbaijan
1,01/01/1986,2.362157,Belarus
1,01/01/1986,40.066,Kazakhstan
1,01/01/1986,203.479017538,Russian Federation
1,01/01/1986,0.322,Turkmenistan
1,01/01/1986,,USSR
1,01/01/1986,3.453114556,Uzbekistan
1,01/01/1986,0.952278,Iran
1,01/01/1986,0,Iraq
1,01/01/1986,2.051,Israel
1,01/01/1986,0,Kuwait
1,01/01/1986,0,Oman
1,01/01/1986,0,Qatar
1,01/01/1986,0,Saudi Arabia
1,01/01/1986,0,United Arab Emirates
1,01/01/1986,0.885,Algeria
1,01/01/1986,0.74866,Egypt
1,01/01/1986,0.899,Morocco
1,01/01/1986,63.255860219,South Africa
1,01/01/1986,2.709925496,Eastern Africa
1,01/01/1986,32.457963122,Australia
1,01/01/1986,0.073972,Bangladesh
1,01/01/1986,425.745824,China
1,01/01/1986,3.931,China Hong Kong SAR
1,01/01/1986,79.212386383,India
1,01/01/1986,1.446,Indonesia
1,01/01/1986,68.19223,Japan
1,01/01/1986,0.237,Malaysia
1,01/01/1986,1.251664278,New Zealand
1,01/01/1986,1.501,Pakistan
1,01/01/1986,0.879541,Philippines
1,01/01/1986,0.007019,Singapore
1,01/01/1986,23.331,South Korea
1,01/01/1986,0.007875,Sri Lanka
1,01/01/1986,8.185256,Taiwan
1,01/01/1986,1.555210573,Thailand
1,01/01/1986,3.09,Vietnam
1,01/01/1987,26.696856788,Canada
1,01/01/1987,3.247874272,Mexico
1,01/01/1987,431.115065037,US
1,01/01/1987,1.15560385,Argentina
1,01/01/1987,10.62379978,Brazil
1,01/01/1987,1.148,Chile
1,01/01/1987,3.79142595,Colombia
1,01/01/1987,0,Ecuador
1,01/01/1987,0.183887456,Peru
1,01/01/1987,0,Trinidad & Tobago
1,01/01/1987,0.26149,Venezuela
1,01/01/1987,3.864096685,Austria
1,01/01/1987,9.113769906,Belgium
1,01/01/1987,10.35,Bulgaria
1,01/01/1987,0,Croatia
1,01/01/1987,0.121,Cyprus
1,01/01/1987,37.633,Czech Republic
1,01/01/1987,7.2202,Denmark
1,01/01/1987,5.927017258,Estonia
1,01/01/1987,5.109797459,Finland
1,01/01/1987,18.35,France
1,01/01/1987,140.467,Germany
1,01/01/1987,6.586,Greece
1,01/01/1987,7.511,Hungary
1,01/01/1987,0.063231642,Iceland
1,01/01/1987,3.519,Ireland
1,01/01/1987,14.71,Italy
1,01/01/1987,0.83886,Latvia
1,01/01/1987,0.931668,Lithuania
1,01/01/1987,0.8972,Luxembourg
1,01/01/1987,6.902646413,Netherlands
1,01/01/1987,0,North Macedonia
1,01/01/1987,0.963387,Norway
1,01/01/1987,106.1,Poland
1,01/01/1987,1.888,Portugal
1,01/01/1987,16.182,Romania
1,01/01/1987,8.223,Slovakia
1,01/01/1987,0,Slovenia
1,01/01/1987,18.074,Spain
1,01/01/1987,3.063075,Sweden
1,01/01/1987,0.402933028,Switzerland
1,01/01/1987,13.864,Turkey
1,01/01/1987,75.778144,Ukraine
1,01/01/1987,69.569,United Kingdom
1,01/01/1987,0.092,Azerbaijan
1,01/01/1987,2.296693,Belarus
1,01/01/1987,41.63,Kazakhstan
1,01/01/1987,206.583335029,Russian Federation
1,01/01/1987,0.322,Turkmenistan
1,01/01/1987,,USSR
1,01/01/1987,3.755254616,Uzbekistan
1,01/01/1987,0.93673,Iran
1,01/01/1987,0,Iraq
1,01/01/1987,2.184,Israel
1,01/01/1987,0,Kuwait
1,01/01/1987,0,Oman
1,01/01/1987,0,Qatar
1,01/01/1987,0,Saudi Arabia
1,01/01/1987,0,United Arab Emirates
1,01/01/1987,1.058,Algeria
1,01/01/1987,0.791985,Egypt
1,01/01/1987,1.043,Morocco
1,01/01/1987,64.365698176,South Africa
1,01/01/1987,3.214303444,Eastern Africa
1,01/01/1987,33.822967421,Australia
1,01/01/1987,0.116455,Bangladesh
1,01/01/1987,461.92965,China
1,01/01/1987,4.926,China Hong Kong SAR
1,01/01/1987,86.984508572,India
1,01/01/1987,2.267,Indonesia
1,01/01/1987,69.58955,Japan
1,01/01/1987,0.327,Malaysia
1,01/01/1987,1.044700487,New Zealand
1,01/01/1987,1.704,Pakistan
1,01/01/1987,0.935533,Philippines
1,01/01/1987,0.011734,Singapore
1,01/01/1987,23.639,South Korea
1,01/01/1987,0.007371,Sri Lanka
1,01/01/1987,8.855933,Taiwan
1,01/01/1987,2.245428105,Thailand
1,01/01/1987,3.445,Vietnam
1,01/01/1988,28.668840164,Canada
1,01/01/1988,3.073994459,Mexico
1,01/01/1988,451.173119975,US
1,01/01/1988,1.184208911,Argentina
1,01/01/1988,10.85707943,Brazil
1,01/01/1988,1.6,Chile
1,01/01/1988,3.0244747,Colombia
1,01/01/1988,0,Ecuador
1,01/01/1988,0.180877998,Peru
1,01/01/1988,0,Trinidad & Tobago
1,01/01/1988,0.190079,Venezuela
1,01/01/1988,3.7002484,Austria
1,01/01/1988,9.209673069,Belgium
1,01/01/1988,9.642,Bulgaria
1,01/01/1988,0,Croatia
1,01/01/1988,0.073,Cyprus
1,01/01/1988,38.074,Czech Republic
1,01/01/1988,6.7556,Denmark
1,01/01/1988,5.653846299,Estonia
1,01/01/1988,5.116079106,Finland
1,01/01/1988,17.92,France
1,01/01/1988,138.813,Germany
1,01/01/1988,7.392,Greece
1,01/01/1988,7.087,Hungary
1,01/01/1988,0.063761307,Iceland
1,01/01/1988,3.583,Ireland
1,01/01/1988,13.788,Italy
1,01/01/1988,0.84198,Latvia
1,01/01/1988,0.939216567,Lithuania
1,01/01/1988,0.9149,Luxembourg
1,01/01/1988,8.264068023,Netherlands
1,01/01/1988,0,North Macedonia
1,01/01/1988,0.988991,Norway
1,01/01/1988,103.179,Poland
1,01/01/1988,2.177,Portugal
1,01/01/1988,17.523,Romania
1,01/01/1988,8.57,Slovakia
1,01/01/1988,0,Slovenia
1,01/01/1988,15.682,Spain
1,01/01/1988,3.007017,Sweden
1,01/01/1988,0.343938091,Switzerland
1,01/01/1988,13.404,Turkey
1,01/01/1988,71.486163824,Ukraine
1,01/01/1988,67.532,United Kingdom
1,01/01/1988,0.092,Azerbaijan
1,01/01/1988,2.460562868,Belarus
1,01/01/1988,43.424,Kazakhstan
1,01/01/1988,203.534127158,Russian Federation
1,01/01/1988,0.276,Turkmenistan
1,01/01/1988,,USSR
1,01/01/1988,2.631723516,Uzbekistan
1,01/01/1988,0.966638,Iran
1,01/01/1988,0,Iraq
1,01/01/1988,2.093,Israel
1,01/01/1988,0,Kuwait
1,01/01/1988,0,Oman
1,01/01/1988,0,Qatar
1,01/01/1988,0,Saudi Arabia
1,01/01/1988,0,United Arab Emirates
1,01/01/1988,0.995,Algeria
1,01/01/1988,0.865751,Egypt
1,01/01/1988,1.029,Morocco
1,01/01/1988,69.641209134,South Africa
1,01/01/1988,3.236044151,Eastern Africa
1,01/01/1988,35.577290532,Australia
1,01/01/1988,0.119954,Bangladesh
1,01/01/1988,496.235908,China
1,01/01/1988,5.699,China Hong Kong SAR
1,01/01/1988,93.341130698,India
1,01/01/1988,2.368,Indonesia
1,01/01/1988,75.21684,Japan
1,01/01/1988,0.26,Malaysia
1,01/01/1988,1.132068883,New Zealand
1,01/01/1988,1.782,Pakistan
1,01/01/1988,1.1846974,Philippines
1,01/01/1988,0.013755,Singapore
1,01/01/1988,25.162,South Korea
1,01/01/1988,0.00378,Sri Lanka
1,01/01/1988,10.262805,Taiwan
1,01/01/1988,2.313520104,Thailand
1,01/01/1988,3.227,Vietnam
1,01/01/1989,28.608627114,Canada
1,01/01/1989,3.402694182,Mexico
1,01/01/1989,456.522422993,US
1,01/01/1989,1.28140741,Argentina
1,01/01/1989,10.773128024,Brazil
1,01/01/1989,2.162,Chile
1,01/01/1989,3.5041604,Colombia
1,01/01/1989,0,Ecuador
1,01/01/1989,0.200869399,Peru
1,01/01/1989,0,Trinidad & Tobago
1,01/01/1989,0.521917,Venezuela
1,01/01/1989,3.716943728,Austria
1,01/01/1989,9.676227273,Belgium
1,01/01/1989,9.841,Bulgaria
1,01/01/1989,0,Croatia
1,01/01/1989,0.065,Cyprus
1,01/01/1989,36.608,Czech Republic
1,01/01/1989,5.552,Denmark
1,01/01/1989,5.85301278,Estonia
1,01/01/1989,5.004848572,Finland
1,01/01/1989,19.51,France
1,01/01/1989,141.023,Germany
1,01/01/1989,7.947,Greece
1,01/01/1989,6.348,Hungary
1,01/01/1989,0.068116251,Iceland
1,01/01/1989,3.59,Ireland
1,01/01/1989,14.386,Italy
1,01/01/1989,0.6876,Latvia
1,01/01/1989,0.877531904,Lithuania
1,01/01/1989,1.1334,Luxembourg
1,01/01/1989,8.192414254,Netherlands
1,01/01/1989,0,North Macedonia
1,01/01/1989,0.866494,Norway
1,01/01/1989,98.591,Poland
1,01/01/1989,2.429,Portugal
1,01/01/1989,17.503,Romania
1,01/01/1989,8.266,Slovakia
1,01/01/1989,0,Slovenia
1,01/01/1989,19.332,Spain
1,01/01/1989,2.835154,Sweden
1,01/01/1989,0.35564154,Switzerland
1,01/01/1989,15.105,Turkey
1,01/01/1989,65.209837271,Ukraine
1,01/01/1989,65.004,United Kingdom
1,01/01/1989,0.092,Azerbaijan
1,01/01/1989,2.415500353,Belarus
1,01/01/1989,41.446,Kazakhstan
1,01/01/1989,196.807159969,Russian Federation
1,01/01/1989,0.322,Turkmenistan
1,01/01/1989,,USSR
1,01/01/1989,3.278279359,Uzbekistan
1,01/01/1989,0.71016,Iran
1,01/01/1989,0,Iraq
1,01/01/1989,2.261,Israel
1,01/01/1989,0,Kuwait
1,01/01/1989,0,Oman
1,01/01/1989,0,Qatar
1,01/01/1989,0,Saudi Arabia
1,01/01/1989,0,United Arab Emirates
1,01/01/1989,0.841,Algeria
1,01/01/1989,0.886048,Egypt
1,01/01/1989,1.136,Morocco
1,01/01/1989,64.993872978,South Africa
1,01/01/1989,3.182297572,Eastern Africa
1,01/01/1989,37.313700201,Australia
1,01/01/1989,0.124952,Bangladesh
1,01/01/1989,519.939966,China
1,01/01/1989,6.106,China Hong Kong SAR
1,01/01/1989,101.456674967,India
1,01/01/1989,3.554,Indonesia
1,01/01/1989,75.33655,Japan
1,01/01/1989,1.197,Malaysia
1,01/01/1989,1.232525795,New Zealand
1,01/01/1989,1.952,Pakistan
1,01/01/1989,0.9364662,Philippines
1,01/01/1989,0.012408,Singapore
1,01/01/1989,24.493,South Korea
1,01/01/1989,0.000441,Sri Lanka
1,01/01/1989,10.73957,Taiwan
1,01/01/1989,2.817823838,Thailand
1,01/01/1989,2.592,Vietnam
1,01/01/1990,27.136978122,Canada
1,01/01/1990,3.374128212,Mexico
1,01/01/1990,458.985161186,US
1,01/01/1990,1.054697523,Argentina
1,01/01/1990,9.5976604,Brazil
1,01/01/1990,2.6046,Chile
1,01/01/1990,1.59776435,Colombia
1,01/01/1990,0,Ecuador
1,01/01/1990,0.144883921,Peru
1,01/01/1990,0,Trinidad & Tobago
1,01/01/1990,0.462786,Venezuela
1,01/01/1990,4.096350435,Austria
1,01/01/1990,10.630415,Belgium
1,01/01/1990,8.259494,Bulgaria
1,01/01/1990,0.808549,Croatia
1,01/01/1990,0.061,Cyprus
1,01/01/1990,29.745869,Czech Republic
1,01/01/1990,6.0906,Denmark
1,01/01/1990,5.57166,Estonia
1,01/01/1990,5.26977644,Finland
1,01/01/1990,18.99,France
1,01/01/1990,131.529736314,Germany
1,01/01/1990,8.059037,Greece
1,01/01/1990,6.157283,Hungary
1,01/01/1990,0.064974721,Iceland
1,01/01/1990,3.461868314,Ireland
1,01/01/1990,14.639644,Italy
1,01/01/1990,0.7085,Latvia
1,01/01/1990,0.7972,Lithuania
1,01/01/1990,1.1004,Luxembourg
1,01/01/1990,8.741759817,Netherlands
1,01/01/1990,1.329902,North Macedonia
1,01/01/1990,0.8114808,Norway
1,01/01/1990,78.4405,Poland
1,01/01/1990,2.848,Portugal
1,01/01/1990,12.558714,Romania
1,01/01/1990,7.831135,Slovakia
1,01/01/1990,1.5736,Slovenia
1,01/01/1990,19.212,Spain
1,01/01/1990,2.962779,Sweden
1,01/01/1990,0.35564154,Switzerland
1,01/01/1990,16.038,Turkey
1,01/01/1990,75.121224847,Ukraine
1,01/01/1990,64.945,United Kingdom
1,01/01/1990,0.089,Azerbaijan
1,01/01/1990,2.124695,Belarus
1,01/01/1990,38.7194556,Kazakhstan
1,01/01/1990,182.305538937,Russian Federation
1,01/01/1990,0.368,Turkmenistan
1,01/01/1990,,USSR
1,01/01/1990,3.267722371,Uzbekistan
1,01/01/1990,0.710333,Iran
1,01/01/1990,0,Iraq
1,01/01/1990,2.370183,Israel
1,01/01/1990,0,Kuwait
1,01/01/1990,0,Oman
1,01/01/1990,0,Qatar
1,01/01/1990,0,Saudi Arabia
1,01/01/1990,0,United Arab Emirates
1,01/01/1990,0.659,Algeria
1,01/01/1990,0.759107,Egypt
1,01/01/1990,1.096,Morocco
1,01/01/1990,67.317083278,South Africa
1,01/01/1990,4.502544572,Eastern Africa
1,01/01/1990,38.206983854,Australia
1,01/01/1990,0.281392,Bangladesh
1,01/01/1990,527.47352,China
1,01/01/1990,5.492,China Hong Kong SAR
1,01/01/1990,109.718413102,India
1,01/01/1990,3.421916719,Indonesia
1,01/01/1990,78.04727,Japan
1,01/01/1990,1.326,Malaysia
1,01/01/1990,1.197616317,New Zealand
1,01/01/1990,2.069,Pakistan
1,01/01/1990,1.0694472,Philippines
1,01/01/1990,0.021448,Singapore
1,01/01/1990,24.1242,South Korea
1,01/01/1990,0,Sri Lanka
1,01/01/1990,10.593649,Taiwan
1,01/01/1990,3.899485791,Thailand
1,01/01/1990,2.223,Vietnam
1,01/01/1991,26.267937327,Canada
1,01/01/1991,3.263542562,Mexico
1,01/01/1991,454.65293196,US
1,01/01/1991,0.928118012,Argentina
1,01/01/1991,11.002884085,Brazil
1,01/01/1991,2.1398,Chile
1,01/01/1991,2.00935995,Colombia
1,01/01/1991,0,Ecuador
1,01/01/1991,0.280811121,Peru
1,01/01/1991,0,Trinidad & Tobago
1,01/01/1991,0,Venezuela
1,01/01/1991,4.29683768,Austria
1,01/01/1991,10.168619,Belgium
1,01/01/1991,7.382777,Bulgaria
1,01/01/1991,0.45461,Croatia
1,01/01/1991,0.045,Cyprus
1,01/01/1991,27.24966,Czech Republic
1,01/01/1991,8.2609,Denmark
1,01/01/1991,4.984397,Estonia
1,01/01/1991,5.263255947,Finland
1,01/01/1991,20.21,France
1,01/01/1991,115.528398777,Germany
1,01/01/1991,7.753346,Greece
1,01/01/1991,5.733738,Hungary
1,01/01/1991,0.067027343,Iceland
1,01/01/1991,3.320893546,Ireland
1,01/01/1991,13.905777,Italy
1,01/01/1991,0.621,Latvia
1,01/01/1991,0.8904,Lithuania
1,01/01/1991,1.0467,Luxembourg
1,01/01/1991,8.049106716,Netherlands
1,01/01/1991,1.335649,North Macedonia
1,01/01/1991,0.7222112,Norway
1,01/01/1991,77.6919,Poland
1,01/01/1991,2.984,Portugal
1,01/01/1991,10.482464,Romania
1,01/01/1991,6.959214,Slovakia
1,01/01/1991,1.4367,Slovenia
1,01/01/1991,19.999,Spain
1,01/01/1991,2.892219,Sweden
1,01/01/1991,0.302140059,Switzerland
1,01/01/1991,17.133,Turkey
1,01/01/1991,62.4853143,Ukraine
1,01/01/1991,65.055,United Kingdom
1,01/01/1991,0.067,Azerbaijan
1,01/01/1991,2.018328,Belarus
1,01/01/1991,37.7966064,Kazakhstan
1,01/01/1991,167.0602783,Russian Federation
1,01/01/1991,0.322,Turkmenistan
1,01/01/1991,,USSR
1,01/01/1991,3.118437714,Uzbekistan
1,01/01/1991,1.013929,Iran
1,01/01/1991,0,Iraq
1,01/01/1991,2.566506,Israel
1,01/01/1991,0,Kuwait
1,01/01/1991,0,Oman
1,01/01/1991,0,Qatar
1,01/01/1991,0,Saudi Arabia
1,01/01/1991,0,United Arab Emirates
1,01/01/1991,0.68,Algeria
1,01/01/1991,0.781311,Egypt
1,01/01/1991,1.194,Morocco
1,01/01/1991,66.100847964,South Africa
1,01/01/1991,3.697367571,Eastern Africa
1,01/01/1991,38.973679182,Australia
1,01/01/1991,0.089966,Bangladesh
1,01/01/1991,553.175217,China
1,01/01/1991,5.926,China Hong Kong SAR
1,01/01/1991,116.756465742,India
1,01/01/1991,3.463056888,Indonesia
1,01/01/1991,77.42741,Japan
1,01/01/1991,1.562,Malaysia
1,01/01/1991,1.141921256,New Zealand
1,01/01/1991,2.048,Pakistan
1,01/01/1991,1.2010284,Philippines
1,01/01/1991,0.012692,Singapore
1,01/01/1991,24.2062,South Korea
1,01/01/1991,0.000567,Sri Lanka
1,01/01/1991,11.585857,Taiwan
1,01/01/1991,4.567005636,Thailand
1,01/01/1991,2.147,Vietnam
1,01/01/1992,26.759171682,Canada
1,01/01/1992,3.300300946,Mexico
1,01/01/1992,457.784255227,US
1,01/01/1992,1.046273744,Argentina
1,01/01/1992,10.677559267,Brazil
1,01/01/1992,1.8502,Chile
1,01/01/1992,3.36087635,Colombia
1,01/01/1992,0,Ecuador
1,01/01/1992,0.274816089,Peru
1,01/01/1992,0,Trinidad & Tobago
1,01/01/1992,0.00365,Venezuela
1,01/01/1992,3.343252314,Austria
1,01/01/1992,9.100623,Belgium
1,01/01/1992,7.763461,Bulgaria
1,01/01/1992,0.399598,Croatia
1,01/01/1992,0.083,Cyprus
1,01/01/1992,25.444759,Czech Republic
1,01/01/1992,6.8809,Denmark
1,01/01/1992,4.355624,Estonia
1,01/01/1992,4.790508264,Finland
1,01/01/1992,17.82,France
1,01/01/1992,104.428029426,Germany
1,01/01/1992,8.090132,Greece
1,01/01/1992,5.170677,Hungary
1,01/01/1992,0.052800688,Iceland
1,01/01/1992,3.163096594,Ireland
1,01/01/1992,12.197841,Italy
1,01/01/1992,0.5463,Latvia
1,01/01/1992,0.4173,Lithuania
1,01/01/1992,0.986,Luxembourg
1,01/01/1992,8.025222127,Netherlands
1,01/01/1992,1.327815,North Macedonia
1,01/01/1992,0.7255672,Norway
1,01/01/1992,75.111,Poland
1,01/01/1992,3.021,Portugal
1,01/01/1992,10.320858,Romania
1,01/01/1992,6.200249,Slovakia
1,01/01/1992,1.4966,Slovenia
1,01/01/1992,20.404,Spain
1,01/01/1992,2.69311,Sweden
1,01/01/1992,0.209229005,Switzerland
1,01/01/1992,17.071,Turkey
1,01/01/1992,64.3274122,Ukraine
1,01/01/1992,61.168,United Kingdom
1,01/01/1992,0.012,Azerbaijan
1,01/01/1992,1.681014,Belarus
1,01/01/1992,38.0756782,Kazakhstan
1,01/01/1992,156.9825061,Russian Federation
1,01/01/1992,0.138,Turkmenistan
1,01/01/1992,,USSR
1,01/01/1992,2.02480415,Uzbekistan
1,01/01/1992,0.892993,Iran
1,01/01/1992,0,Iraq
1,01/01/1992,3.158844,Israel
1,01/01/1992,0,Kuwait
1,01/01/1992,0,Oman
1,01/01/1992,0,Qatar
1,01/01/1992,0,Saudi Arabia
1,01/01/1992,0,United Arab Emirates
1,01/01/1992,0.808,Algeria
1,01/01/1992,0.800356,Egypt
1,01/01/1992,1.107,Morocco
1,01/01/1992,66.352913964,South Africa
1,01/01/1992,3.780992905,Eastern Africa
1,01/01/1992,39.205359702,Australia
1,01/01/1992,0.084468,Bangladesh
1,01/01/1992,578.804562,China
1,01/01/1992,6.282,China Hong Kong SAR
1,01/01/1992,123.667804157,India
1,01/01/1992,4.227169411,Indonesia
1,01/01/1992,76.1182,Japan
1,01/01/1992,1.64,Malaysia
1,01/01/1992,1.257417562,New Zealand
1,01/01/1992,2.103,Pakistan
1,01/01/1992,1.196829,Philippines
1,01/01/1992,0.01847,Singapore
1,01/01/1992,23.5702,South Korea
1,01/01/1992,0.000567,Sri Lanka
1,01/01/1992,13.386331,Taiwan
1,01/01/1992,4.887929511,Thailand
1,01/01/1992,2.153,Vietnam
1,01/01/1993,23.758359606,Canada
1,01/01/1993,3.722484953,Mexico
1,01/01/1993,474.845455616,US
1,01/01/1993,0.693894,Argentina
1,01/01/1993,11.000539024,Brazil
1,01/01/1993,1.8667,Chile
1,01/01/1993,3.52382875,Colombia
1,01/01/1993,0,Ecuador
1,01/01/1993,0.288812458,Peru
1,01/01/1993,0,Trinidad & Tobago
1,01/01/1993,0.02847,Venezuela
1,01/01/1993,3.005911448,Austria
1,01/01/1993,8.62069,Belgium
1,01/01/1993,8.358537,Bulgaria
1,01/01/1993,0.339609,Croatia
1,01/01/1993,0.07,Cyprus
1,01/01/1993,24.753214,Czech Republic
1,01/01/1993,7.2179,Denmark
1,01/01/1993,3.200075,Estonia
1,01/01/1993,5.476258718,Finland
1,01/01/1993,14.56,France
1,01/01/1993,98.518848877,Germany
1,01/01/1993,8.08661,Greece
1,01/01/1993,4.65775,Hungary
1,01/01/1993,0.054541702,Iceland
1,01/01/1993,3.073622982,Ireland
1,01/01/1993,10.66806,Italy
1,01/01/1993,0.4993,Latvia
1,01/01/1993,0.37,Lithuania
1,01/01/1993,1.0188,Luxembourg
1,01/01/1993,8.096875896,Netherlands
1,01/01/1993,1.33441,North Macedonia
1,01/01/1993,0.7846328,Norway
1,01/01/1993,74.2465,Poland
1,01/01/1993,3.29,Portugal
1,01/01/1993,10.208245,Romania
1,01/01/1993,6.121148,Slovakia
1,01/01/1993,1.4265,Slovenia
1,01/01/1993,18.354,Spain
1,01/01/1993,2.741994,Sweden
1,01/01/1993,0.175312888,Switzerland
1,01/01/1993,15.796,Turkey
1,01/01/1993,56.497473,Ukraine
1,01/01/1993,53.266,United Kingdom
1,01/01/1993,0.003,Azerbaijan
1,01/01/1993,1.443685,Belarus
1,01/01/1993,34.576633,Kazakhstan
1,01/01/1993,141.6912942,Russian Federation
1,01/01/1993,0,Turkmenistan
1,01/01/1993,,USSR
1,01/01/1993,1.379727957,Uzbekistan
1,01/01/1993,1.097722,Iran
1,01/01/1993,0,Iraq
1,01/01/1993,3.568922,Israel
1,01/01/1993,0,Kuwait
1,01/01/1993,0,Oman
1,01/01/1993,0,Qatar
1,01/01/1993,0,Saudi Arabia
