Number of Records,Year_Coal,Value_Coal,Countries
1,01/01/1975,9.83,Italy
1,01/01/1975,0,Latvia
1,01/01/1975,,Lithuania
1,01/01/1975,1.9626,Luxembourg
1,01/01/1975,2.412343556,Netherlands
1,01/01/1975,0,North Macedonia
1,01/01/1975,0.989004,Norway
1,01/01/1975,83.701,Poland
1,01/01/1975,0.412,Portugal
1,01/01/1975,9.721,Romania
1,01/01/1975,6.775,Slovakia
1,01/01/1975,0,Slovenia
1,01/01/1975,10.619,Spain
1,01/01/1975,1.941121,Sweden
1,01/01/1975,0.228814369,Switzerland
1,01/01/1975,5.913,Turkey
1,01/01/1975,0,Ukraine
1,01/01/1975,71.505,United Kingdom
1,01/01/1975,,Azerbaijan
1,01/01/1975,,Belarus
1,01/01/1975,,Kazakhstan
1,01/01/1975,,Russian Federation
1,01/01/1975,,Turkmenistan
1,01/01/1975,341.965498233,USSR
1,01/01/1975,,Uzbekistan
1,01/01/1975,1.288003,Iran
1,01/01/1975,0,Iraq
1,01/01/1975,0,Israel
1,01/01/1975,0,Kuwait
1,01/01/1975,0,Oman
1,01/01/1975,0,Qatar
1,01/01/1975,0,Saudi Arabia
1,01/01/1975,0,United Arab Emirates
1,01/01/1975,0.024,Algeria
1,01/01/1975,0.576824,Egypt
1,01/01/1975,0.434,Morocco
1,01/01/1975,35.082548123,South Africa
1,01/01/1975,2.614649448,Eastern Africa
1,01/01/1975,23.434365148,Australia
1,01/01/1975,0.124952,Bangladesh
1,01/01/1975,228.565,China
1,01/01/1975,0.006,China Hong Kong SAR
1,01/01/1975,48.143267606,India
1,01/01/1975,0.093,Indonesia
1,01/01/1975,56.17053,Japan
1,01/01/1975,0.009,Malaysia
1,01/01/1975,1.411575189,New Zealand
1,01/01/1975,0.517,Pakistan
1,01/01/1975,0.0494596,Philippines
1,01/01/1975,0.001276,Singapore
1,01/01/1975,8.035,South Korea
1,01/01/1975,0,Sri Lanka
1,01/01/1975,1.914,Taiwan
1,01/01/1975,0.137809,Thailand
1,01/01/1975,2.577,Vietnam
1,01/01/1976,18.3,Canada
1,01/01/1976,1.558469475,Mexico
1,01/01/1976,325.197093752,US
1,01/01/1976,1.001082133,Argentina
1,01/01/1976,3.415855111,Brazil
1,01/01/1976,0.85,Chile
1,01/01/1976,2.21889148,Colombia
1,01/01/1976,0,Ecuador
1,01/01/1976,0.129908283,Peru
1,01/01/1976,0,Trinidad & Tobago
1,01/01/1976,0.165228,Venezuela
1,01/01/1976,3.874462597,Austria
1,01/01/1976,8.985706984,Belgium
1,01/01/1976,7.899,Bulgaria
1,01/01/1976,0,Croatia
1,01/01/1976,0,Cyprus
1,01/01/1976,38.678,Czech Republic
1,01/01/1976,2.8501,Denmark
1,01/01/1976,0,Estonia
1,01/01/1976,3.105760963,Finland
1,01/01/1976,29.16000898,France
1,01/01/1976,134.208,Germany
1,01/01/1976,7.629,Greece
1,01/01/1976,8.045,Hungary
1,01/01/1976,0.000236744,Iceland
1,01/01/1976,1.749,Ireland
1,01/01/1976,9.747,Italy
1,01/01/1976,0,Latvia
1,01/01/1976,,Lithuania
1,01/01/1976,1.8176,Luxembourg
1,01/01/1976,3.009458298,Netherlands
1,01/01/1976,0,North Macedonia
1,01/01/1976,0.954243,Norway
1,01/01/1976,87.516,Poland
1,01/01/1976,0.4,Portugal
1,01/01/1976,9.866,Romania
1,01/01/1976,6.715,Slovakia
1,01/01/1976,0,Slovenia
1,01/01/1976,10.285,Spain
1,01/01/1976,1.8634,Sweden
1,01/01/1976,0.214961307,Switzerland
1,01/01/1976,6.203,Turkey
1,01/01/1976,0,Ukraine
1,01/01/1976,72.766,United Kingdom
1,01/01/1976,,Azerbaijan
1,01/01/1976,,Belarus
1,01/01/1976,,Kazakhstan
1,01/01/1976,,Russian Federation
1,01/01/1976,,Turkmenistan
1,01/01/1976,341.595250717,USSR
1,01/01/1976,,Uzbekistan
1,01/01/1976,1.273003,Iran
1,01/01/1976,0,Iraq
1,01/01/1976,0,Israel
1,01/01/1976,0,Kuwait
1,01/01/1976,0,Oman
1,01/01/1976,0,Qatar
1,01/01/1976,0,Saudi Arabia
1,01/01/1976,0,United Arab Emirates
1,01/01/1976,0.047,Algeria
1,01/01/1976,0.5642,Egypt
1,01/01/1976,0.462,Morocco
1,01/01/1976,36.834776003,South Africa
1,01/01/1976,2.767632893,Eastern Africa
1,01/01/1976,24.229721983,Australia
1,01/01/1976,0.123453,Bangladesh
1,01/01/1976,234.15,China
1,01/01/1976,0.008,China Hong Kong SAR
1,01/01/1976,50.131971831,India
1,01/01/1976,0.093,Indonesia
1,01/01/1976,54.9261,Japan
1,01/01/1976,0.01,Malaysia
1,01/01/1976,1.454573899,New Zealand
1,01/01/1976,0.512,Pakistan
1,01/01/1976,0.0587916,Philippines
1,01/01/1976,0.003368,Singapore
1,01/01/1976,8.957,South Korea
1,01/01/1976,0.000441,Sri Lanka
1,01/01/1976,2.027,Taiwan
1,01/01/1976,0.159845,Thailand
1,01/01/1976,2.433,Vietnam
1,01/01/1977,23.384,Canada
1,01/01/1977,2.241616509,Mexico
1,01/01/1977,333.289539466,US
1,01/01/1977,0.946560884,Argentina
1,01/01/1977,4.332419339,Brazil
1,01/01/1977,0.915,Chile
1,01/01/1977,2.274688975,Colombia
1,01/01/1977,0,Ecuador
1,01/01/1977,0.148896532,Peru
1,01/01/1977,0,Trinidad & Tobago
1,01/01/1977,0.256043,Venezuela
1,01/01/1977,3.250238846,Austria
1,01/01/1977,9.113952732,Belgium
1,01/01/1977,7.867,Bulgaria
1,01/01/1977,0,Croatia
1,01/01/1977,0,Cyprus
1,01/01/1977,39.514,Czech Republic
1,01/01/1977,3.2786,Denmark
1,01/01/1977,0,Estonia
1,01/01/1977,3.131627974,Finland
1,01/01/1977,28.084716321,France
1,01/01/1977,128.891,Germany
1,01/01/1977,8.114,Greece
1,01/01/1977,8.183,Hungary
1,01/01/1977,0.000215678,Iceland
1,01/01/1977,1.832,Ireland
1,01/01/1977,9.585,Italy
1,01/01/1977,0,Latvia
1,01/01/1977,,Lithuania
1,01/01/1977,1.5666,Luxembourg
1,01/01/1977,3.152765835,Netherlands
1,01/01/1977,0,North Macedonia
1,01/01/1977,0.821624,Norway
1,01/01/1977,90.62,Poland
1,01/01/1977,0.363,Portugal
1,01/01/1977,9.99,Romania
1,01/01/1977,6.897,Slovakia
1,01/01/1977,0,Slovenia
1,01/01/1977,11.017,Spain
1,01/01/1977,1.479103,Sweden
1,01/01/1977,0.250788191,Switzerland
1,01/01/1977,6.391,Turkey
1,01/01/1977,0,Ukraine
1,01/01/1977,73.005,United Kingdom
1,01/01/1977,,Azerbaijan
1,01/01/1977,,Belarus
1,01/01/1977,,Kazakhstan
1,01/01/1977,,Russian Federation
1,01/01/1977,,Turkmenistan
1,01/01/1977,347.731257252,USSR
1,01/01/1977,,Uzbekistan
1,01/01/1977,1.287821,Iran
1,01/01/1977,0,Iraq
1,01/01/1977,0,Israel
1,01/01/1977,0,Kuwait
1,01/01/1977,0,Oman
1,01/01/1977,0,Qatar
1,01/01/1977,0,Saudi Arabia
1,01/01/1977,0,United Arab Emirates
1,01/01/1977,0.061,Algeria
1,01/01/1977,0.643472,Egypt
1,01/01/1977,0.453,Morocco
1,01/01/1977,38.159252482,South Africa
1,01/01/1977,2.335767003,Eastern Africa
1,01/01/1977,25.294974682,Australia
1,01/01/1977,0.128951,Bangladesh
1,01/01/1977,257.57,China
1,01/01/1977,0.007,China Hong Kong SAR
1,01/01/1977,52.480323944,India
1,01/01/1977,0.1,Indonesia
1,01/01/1977,51.81915,Japan
1,01/01/1977,0.011,Malaysia
1,01/01/1977,1.385311455,New Zealand
1,01/01/1977,0.557,Pakistan
1,01/01/1977,0.1451126,Philippines
1,01/01/1977,0.004342,Singapore
1,01/01/1977,9.778,South Korea
1,01/01/1977,0.00252,Sri Lanka
1,01/01/1977,2.321,Taiwan
1,01/01/1977,0.153742,Thailand
1,01/01/1977,2.667,Vietnam
1,01/01/1978,19.228,Canada
1,01/01/1978,2.337178752,Mexico
1,01/01/1978,329.542322179,US
1,01/01/1978,1.153843109,Argentina
1,01/01/1978,4.981514597,Brazil
1,01/01/1978,0.892,Chile
1,01/01/1978,2.29912384,Colombia
1,01/01/1978,0,Ecuador
1,01/01/1978,0.126922709,Peru
1,01/01/1978,0,Trinidad & Tobago
1,01/01/1978,0.07888,Venezuela
1,01/01/1978,3.301996752,Austria
1,01/01/1978,9.333109017,Belgium
1,01/01/1978,8.388,Bulgaria
1,01/01/1978,0,Croatia
1,01/01/1978,0,Cyprus
1,01/01/1978,39.668,Czech Republic
1,01/01/1978,3.6121,Denmark
1,01/01/1978,0,Estonia
1,01/01/1978,4.221338492,Finland
1,01/01/1978,29.302190072,France
1,01/01/1978,130.566,Germany
1,01/01/1978,7.215,Greece
1,01/01/1978,8.175,Hungary
1,01/01/1978,0.000182574,Iceland
1,01/01/1978,1.733,Ireland
1,01/01/1978,9.75,Italy
1,01/01/1978,0,Latvia
1,01/01/1978,,Lithuania
1,01/01/1978,1.6563,Luxembourg
1,01/01/1978,3.606573039,Netherlands
1,01/01/1978,0,North Macedonia
1,01/01/1978,0.846766,Norway
1,01/01/1978,94.839,Poland
1,01/01/1978,0.428,Portugal
1,01/01/1978,11.218,Romania
1,01/01/1978,7.232,Slovakia
1,01/01/1978,0,Slovenia
1,01/01/1978,9.468,Spain
1,01/01/1978,1.517287,Sweden
1,01/01/1978,0.225709372,Switzerland
1,01/01/1978,6.484,Turkey
1,01/01/1978,0,Ukraine
1,01/01/1978,71.121,United Kingdom
1,01/01/1978,,Azerbaijan
1,01/01/1978,,Belarus
1,01/01/1978,,Kazakhstan
1,01/01/1978,,Russian Federation
1,01/01/1978,,Turkmenistan
1,01/01/1978,345.626880755,USSR
1,01/01/1978,,Uzbekistan
1,01/01/1978,0.786902,Iran
1,01/01/1978,0,Iraq
1,01/01/1978,0,Israel
1,01/01/1978,0,Kuwait
1,01/01/1978,0,Oman
1,01/01/1978,0,Qatar
1,01/01/1978,0,Saudi Arabia
1,01/01/1978,0,United Arab Emirates
1,01/01/1978,0.031,Algeria
1,01/01/1978,0.61644,Egypt
1,01/01/1978,0.471,Morocco
1,01/01/1978,37.061998274,South Africa
1,01/01/1978,2.199900114,Eastern Africa
1,01/01/1978,25.955383587,Australia
1,01/01/1978,0.124952,Bangladesh
1,01/01/1978,282.82,China
1,01/01/1978,0.005,China Hong Kong SAR
1,01/01/1978,50.787971831,India
1,01/01/1978,0.133,Indonesia
1,01/01/1978,46.92454,Japan
1,01/01/1978,0.024,Malaysia
1,01/01/1978,1.277826025,New Zealand
1,01/01/1978,0.593,Pakistan
1,01/01/1978,0.132981,Philippines
1,01/01/1978,0.004609,Singapore
1,01/01/1978,9.894,South Korea
1,01/01/1978,0.0026208,Sri Lanka
1,01/01/1978,2.561,Taiwan
1,01/01/1978,0.197995,Thailand
1,01/01/1978,2.578,Vietnam
1,01/01/1979,18.207,Canada
1,01/01/1979,2.296049489,Mexico
1,01/01/1979,360.041632482,US
1,01/01/1979,1.074950458,Argentina
1,01/01/1979,5.410890778,Brazil
1,01/01/1979,0.987,Chile
1,01/01/1979,2.319174,Colombia
1,01/01/1979,0,Ecuador
1,01/01/1979,0.134900162,Peru
1,01/01/1979,0,Trinidad & Tobago
1,01/01/1979,0.164434,Venezuela
1,01/01/1979,3.584360371,Austria
1,01/01/1979,10.39856559,Belgium
1,01/01/1979,8.649,Bulgaria
1,01/01/1979,0,Croatia
1,01/01/1979,0,Cyprus
1,01/01/1979,39.68,Czech Republic
1,01/01/1979,4.3076,Denmark
1,01/01/1979,0,Estonia
1,01/01/1979,4.068190503,Finland
1,01/01/1979,31.822744982,France
1,01/01/1979,138.158,Germany
1,01/01/1979,3.961,Greece
1,01/01/1979,8.238,Hungary
1,01/01/1979,0.015763543,Iceland
1,01/01/1979,1.988,Ireland
1,01/01/1979,10.7,Italy
1,01/01/1979,0,Latvia
1,01/01/1979,,Lithuania
1,01/01/1979,1.8393,Luxembourg
1,01/01/1979,3.439380911,Netherlands
1,01/01/1979,0,North Macedonia
1,01/01/1979,1.054486,Norway
1,01/01/1979,95.983,Poland
1,01/01/1979,0.447,Portugal
1,01/01/1979,12.082,Romania
1,01/01/1979,7.113,Slovakia
1,01/01/1979,0,Slovenia
1,01/01/1979,10.791,Spain
1,01/01/1979,1.792487,Sweden
1,01/01/1979,0.233352441,Switzerland
1,01/01/1979,6.645,Turkey
1,01/01/1979,0,Ukraine
1,01/01/1979,76.45,United Kingdom
1,01/01/1979,,Azerbaijan
1,01/01/1979,,Belarus
1,01/01/1979,,Kazakhstan
1,01/01/1979,,Russian Federation
1,01/01/1979,,Turkmenistan
1,01/01/1979,348.128591099,USSR
1,01/01/1979,,Uzbekistan
1,01/01/1979,1.135841,Iran
1,01/01/1979,0,Iraq
1,01/01/1979,0,Israel
1,01/01/1979,0,Kuwait
1,01/01/1979,0,Oman
1,01/01/1979,0,Qatar
1,01/01/1979,0,Saudi Arabia
1,01/01/1979,0,United Arab Emirates
1,01/01/1979,0.072,Algeria
1,01/01/1979,0.683761,Egypt
1,01/01/1979,0.356,Morocco
1,01/01/1979,39.531107467,South Africa
1,01/01/1979,2.050750456,Eastern Africa
1,01/01/1979,27.131699627,Australia
1,01/01/1979,0.092965,Bangladesh
1,01/01/1979,292.58,China
1,01/01/1979,0.004,China Hong Kong SAR
1,01/01/1979,53.954676056,India
1,01/01/1979,0.2,Indonesia
1,01/01/1979,50.11301,Japan
1,01/01/1979,0.034,Malaysia
1,01/01/1979,1.139294449,New Zealand
1,01/01/1979,0.661,Pakistan
1,01/01/1979,0.1161834,Philippines
1,01/01/1979,0.000674,Singapore
1,01/01/1979,11.843,South Korea
1,01/01/1979,0.001701,Sri Lanka
1,01/01/1979,3.233,Taiwan
1,01/01/1979,0.416328,Thailand
1,01/01/1979,2.666,Vietnam
1,01/01/1980,22.174668004,Canada
1,01/01/1980,2.324854304,Mexico
1,01/01/1980,369.21583678,US
1,01/01/1980,0.958262221,Argentina
1,01/01/1980,5.9023871,Brazil
1,01/01/1980,1.09,Chile
1,01/01/1980,2.43225385,Colombia
1,01/01/1980,0,Ecuador
1,01/01/1980,0.141922232,Peru
1,01/01/1980,0,Trinidad & Tobago
1,01/01/1980,0.156619,Venezuela
1,01/01/1980,3.683123149,Austria
1,01/01/1980,10.48276066,Belgium
1,01/01/1980,9.072,Bulgaria
1,01/01/1980,0,Croatia
1,01/01/1980,0,Cyprus
1,01/01/1980,38.451,Czech Republic
1,01/01/1980,6.1477,Denmark
1,01/01/1980,0,Estonia
1,01/01/1980,4.616341836,Finland
1,01/01/1980,31.157444868,France
1,01/01/1980,141.338,Germany
1,01/01/1980,3.961,Greece
1,01/01/1980,8.078,Hungary
1,01/01/1980,0.021018057,Iceland
1,01/01/1980,1.884,Ireland
1,01/01/1980,12.554,Italy
1,01/01/1980,0,Latvia
1,01/01/1980,,Lithuania
1,01/01/1980,1.8246,Luxembourg
1,01/01/1980,3.988726474,Netherlands
1,01/01/1980,0,North Macedonia
1,01/01/1980,0.976106,Norway
1,01/01/1980,101.644,Poland
1,01/01/1980,0.35,Portugal
1,01/01/1980,12.364,Romania
1,01/01/1980,8.096,Slovakia
1,01/01/1980,0,Slovenia
1,01/01/1980,12.439,Spain
1,01/01/1980,1.708424,Sweden
1,01/01/1980,0.341549632,Switzerland
1,01/01/1980,7.034,Turkey
1,01/01/1980,0,Ukraine
1,01/01/1980,71.065,United Kingdom
1,01/01/1980,,Azerbaijan
1,01/01/1980,,Belarus
1,01/01/1980,,Kazakhstan
1,01/01/1980,,Russian Federation
1,01/01/1980,,Turkmenistan
1,01/01/1980,337.531405369,USSR
1,01/01/1980,,Uzbekistan
1,01/01/1980,1.196173,Iran
1,01/01/1980,0,Iraq
1,01/01/1980,0.001,Israel
1,01/01/1980,0,Kuwait
1,01/01/1980,0,Oman
1,01/01/1980,0,Qatar
1,01/01/1980,0,Saudi Arabia
1,01/01/1980,0,United Arab Emirates
1,01/01/1980,0.064,Algeria
1,01/01/1980,0.55048,Egypt
1,01/01/1980,0.396,Morocco
1,01/01/1980,42.711269344,South Africa
1,01/01/1980,2.327027719,Eastern Africa
1,01/01/1980,27.924668004,Australia
1,01/01/1980,0.12419,Bangladesh
1,01/01/1980,304.300878,China
1,01/01/1980,0.002,China Hong Kong SAR
1,01/01/1980,56.712380282,India
1,01/01/1980,0.253,Indonesia
1,01/01/1980,58.21672,Japan
1,01/01/1980,0.05,Malaysia
1,01/01/1980,1.171816423,New Zealand
1,01/01/1980,0.704,Pakistan
1,01/01/1980,0.13998,Philippines
1,01/01/1980,0.002978,Singapore
1,01/01/1980,13.199,South Korea
1,01/01/1980,0.0022932,Sri Lanka
1,01/01/1980,3.825,Taiwan
1,01/01/1980,0.450168,Thailand
1,01/01/1980,2.274,Vietnam
1,01/01/1981,22.641205694,Canada
1,01/01/1981,2.054934556,Mexico
1,01/01/1981,380.819766568,US
1,01/01/1981,0.908036733,Argentina
1,01/01/1981,5.774536261,Brazil
1,01/01/1981,1.088,Chile
1,01/01/1981,2.47807495,Colombia
1,01/01/1981,0,Ecuador
1,01/01/1981,0.143904653,Peru
1,01/01/1981,0,Trinidad & Tobago
1,01/01/1981,0.154731,Venezuela
1,01/01/1981,3.770421324,Austria
1,01/01/1981,10.85920588,Belgium
1,01/01/1981,9.212,Bulgaria
1,01/01/1981,0,Croatia
1,01/01/1981,0,Cyprus
1,01/01/1981,38.295,Czech Republic
1,01/01/1981,4.9135,Denmark
1,01/01/1981,0,Estonia
1,01/01/1981,2.836987676,Finland
1,01/01/1981,28.4,France
1,01/01/1981,143.707,Germany
1,01/01/1981,3.921,Greece
1,01/01/1981,8.117,Hungary
1,01/01/1981,0.035730696,Iceland
1,01/01/1981,1.972,Ireland
1,01/01/1981,12.866,Italy
1,01/01/1981,0,Latvia
1,01/01/1981,,Lithuania
1,01/01/1981,1.4675,Luxembourg
1,01/01/1981,4.418649088,Netherlands
1,01/01/1981,0,North Macedonia
1,01/01/1981,0.977848,Norway
1,01/01/1981,90.63,Poland
1,01/01/1981,0.397,Portugal
1,01/01/1981,12.996,Romania
1,01/01/1981,7.879,Slovakia
1,01/01/1981,0,Slovenia
1,01/01/1981,15.345,Spain
1,01/01/1981,1.46907,Sweden
1,01/01/1981,0.505159071,Switzerland
1,01/01/1981,7.18,Turkey
1,01/01/1981,0,Ukraine
1,01/01/1981,70.679,United Kingdom
1,01/01/1981,,Azerbaijan
1,01/01/1981,,Belarus
1,01/01/1981,,Kazakhstan
1,01/01/1981,,Russian Federation
1,01/01/1981,,Turkmenistan
1,01/01/1981,335.389843784,USSR
1,01/01/1981,,Uzbekistan
1,01/01/1981,0.998882,Iran
1,01/01/1981,0,Iraq
1,01/01/1981,0.001,Israel
1,01/01/1981,0,Kuwait
1,01/01/1981,0,Oman
1,01/01/1981,0,Qatar
1,01/01/1981,0,Saudi Arabia
1,01/01/1981,0,United Arab Emirates
1,01/01/1981,0.045,Algeria
1,01/01/1981,0.709486,Egypt
1,01/01/1981,0.433,Morocco
1,01/01/1981,50.632849982,South Africa
1,01/01/1981,2.197135355,Eastern Africa
1,01/01/1981,28.644788383,Australia
1,01/01/1981,0.127668,Bangladesh
1,01/01/1981,302.682289,China
1,01/01/1981,0.035,China Hong Kong SAR
1,01/01/1981,63.812761589,India
1,01/01/1981,0.27,Indonesia
1,01/01/1981,65.26827,Japan
1,01/01/1981,0.093,Malaysia
1,01/01/1981,1.167493312,New Zealand
1,01/01/1981,0.799,Pakistan
1,01/01/1981,0.242632,Philippines
1,01/01/1981,0.004609,Singapore
1,01/01/1981,15.244,South Korea
1,01/01/1981,0.0012726,Sri Lanka
1,01/01/1981,3.53,Taiwan
1,01/01/1981,0.500745,Thailand
1,01/01/1981,2.532,Vietnam
1,01/01/1982,23.924739658,Canada
1,01/01/1982,2.46097258,Mexico
1,01/01/1982,366.792479224,US
1,01/01/1982,0.917117468,Argentina
1,01/01/1982,6.104196344,Brazil
1,01/01/1982,0.725,Chile
1,01/01/1982,2.58024585,Colombia
1,01/01/1982,0,Ecuador
1,01/01/1982,0.162892901,Peru
1,01/01/1982,0,Trinidad & Tobago
1,01/01/1982,0.088313,Venezuela
1,01/01/1982,3.586032292,Austria
1,01/01/1982,10.87622619,Belgium
1,01/01/1982,9.678,Bulgaria
1,01/01/1982,0,Croatia
1,01/01/1982,0,Cyprus
1,01/01/1982,38.592,Czech Republic
1,01/01/1982,5.9271,Denmark
1,01/01/1982,0,Estonia
1,01/01/1982,3.146723034,Finland
1,01/01/1982,29.04,France
1,01/01/1982,140.282,Germany
1,01/01/1982,3.981,Greece
1,01/01/1982,8.463,Hungary
1,01/01/1982,0.03332485,Iceland
1,01/01/1982,2.086,Ireland
1,01/01/1982,14.385,Italy
1,01/01/1982,0,Latvia
1,01/01/1982,,Lithuania
1,01/01/1982,1.3514,Luxembourg
1,01/01/1982,5.111302188,Netherlands
1,01/01/1982,0,North Macedonia
1,01/01/1982,0.940468,Norway
1,01/01/1982,93.815,Poland
1,01/01/1982,0.366,Portugal
1,01/01/1982,12.418,Romania
1,01/01/1982,8.02,Slovakia
1,01/01/1982,0,Slovenia
1,01/01/1982,17.005,Spain
1,01/01/1982,1.634532,Sweden
1,01/01/1982,0.446880673,Switzerland
1,01/01/1982,8.063,Turkey
1,01/01/1982,0,Ukraine
1,01/01/1982,65.919,United Kingdom
1,01/01/1982,,Azerbaijan
1,01/01/1982,,Belarus
1,01/01/1982,,Kazakhstan
1,01/01/1982,,Russian Federation
1,01/01/1982,,Turkmenistan
1,01/01/1982,340.526832632,USSR
1,01/01/1982,,Uzbekistan
1,01/01/1982,1.347263,Iran
1,01/01/1982,0,Iraq
1,01/01/1982,0.555,Israel
1,01/01/1982,0,Kuwait
1,01/01/1982,0,Oman
1,01/01/1982,0,Qatar
1,01/01/1982,0,Saudi Arabia
1,01/01/1982,0,United Arab Emirates
1,01/01/1982,0.835,Algeria
1,01/01/1982,0.733171,Egypt
1,01/01/1982,0.423,Morocco
1,01/01/1982,55.51050759,South Africa
1,01/01/1982,2.265959709,Eastern Africa
1,01/01/1982,28.949316901,Australia
1,01/01/1982,0.154658,Bangladesh
1,01/01/1982,320.278406,China
1,01/01/1982,0.895,China Hong Kong SAR
1,01/01/1982,63.104388005,India
1,01/01/1982,0.255,Indonesia
1,01/01/1982,62.24827,Japan
1,01/01/1982,0.085,Malaysia
1,01/01/1982,1.144500573,New Zealand
1,01/01/1982,0.906,Pakistan
1,01/01/1982,0.270628,Philippines
1,01/01/1982,0.001631,Singapore
1,01/01/1982,15.45,South Korea
1,01/01/1982,0.0178038,Sri Lanka
1,01/01/1982,4.05273,Taiwan
1,01/01/1982,0.652753,Thailand
1,01/01/1982,2.8,Vietnam
1,01/01/1983,25.031408235,Canada
1,01/01/1983,2.801734021,Mexico
1,01/01/1983,380.506540877,US
1,01/01/1983,0.832327019,Argentina
1,01/01/1983,6.864730009,Brazil
1,01/01/1983,0.869,Chile
1,01/01/1983,2.84389755,Colombia
1,01/01/1983,0,Ecuador
1,01/01/1983,0.137909621,Peru
1,01/01/1983,0,Trinidad & Tobago
1,01/01/1983,0.123578,Venezuela
1,01/01/1983,3.839710519,Austria
1,01/01/1983,9.281180238,Belgium
1,01/01/1983,9.641,Bulgaria
1,01/01/1983,0,Croatia
1,01/01/1983,0,Cyprus
1,01/01/1983,38.375,Czech Republic
1,01/01/1983,5.6604,Denmark
1,01/01/1983,0,Estonia
1,01/01/1983,3.417956435,Finland
1,01/01/1983,26.28,France
1,01/01/1983,145.397,Germany
1,01/01/1983,4.882,Greece
1,01/01/1983,7.956,Hungary
1,01/01/1983,0.04763061,Iceland
1,01/01/1983,2.263,Ireland
1,01/01/1983,13.464,Italy
1,01/01/1983,0,Latvia
1,01/01/1983,,Lithuania
1,01/01/1983,1.2401,Luxembourg
1,01/01/1983,5.278494315,Netherlands
1,01/01/1983,0,North Macedonia
1,01/01/1983,1.001908,Norway
1,01/01/1983,93.588,Poland
1,01/01/1983,0.4,Portugal
1,01/01/1983,14.347,Romania
1,01/01/1983,8.031,Slovakia
1,01/01/1983,0,Slovenia
1,01/01/1983,17.886,Spain
1,01/01/1983,2.048405,Sweden
1,01/01/1983,0.390035349,Switzerland
1,01/01/1983,8.872,Turkey
1,01/01/1983,0,Ukraine
1,01/01/1983,66.532,United Kingdom
1,01/01/1983,,Azerbaijan
1,01/01/1983,,Belarus
1,01/01/1983,,Kazakhstan
1,01/01/1983,,Russian Federation
1,01/01/1983,,Turkmenistan
1,01/01/1983,341.400364064,USSR
1,01/01/1983,,Uzbekistan
1,01/01/1983,1.271152,Iran
1,01/01/1983,0,Iraq
1,01/01/1983,1.046,Israel
1,01/01/1983,0,Kuwait
1,01/01/1983,0,Oman
1,01/01/1983,0,Qatar
1,01/01/1983,0,Saudi Arabia
1,01/01/1983,0,United Arab Emirates
1,01/01/1983,0.745,Algeria
1,01/01/1983,0.69543,Egypt
1,01/01/1983,0.571,Morocco
1,01/01/1983,56.38016159,South Africa
1,01/01/1983,2.060643924,Eastern Africa
1,01/01/1983,28.938568835,Australia
1,01/01/1983,0.087531,Bangladesh
1,01/01/1983,342.99265,China
1,01/01/1983,2.102,China Hong Kong SAR
1,01/01/1983,66.986074886,India
1,01/01/1983,0.255,Indonesia
1,01/01/1983,61.35704,Japan
1,01/01/1983,0.221,Malaysia
1,01/01/1983,1.26816423,New Zealand
1,01/01/1983,1.028,Pakistan
1,01/01/1983,0.4927296,Philippines
1,01/01/1983,0.003262,Singapore
1,01/01/1983,16.491,South Korea
1,01/01/1983,0.017892,Sri Lanka
1,01/01/1983,5.470721,Taiwan
1,01/01/1983,0.626744,Thailand
1,01/01/1983,2.818,Vietnam
1,01/01/1984,27.882320627,Canada
1,01/01/1984,2.809711474,Mexico
1,01/01/1984,408.663816435,US
1,01/01/1984,0.61781803,Argentina
1,01/01/1984,8.477326712,Brazil
1,01/01/1984,1.172,Chile
1,01/01/1984,2.9607773,Colombia
1,01/01/1984,0,Ecuador
1,01/01/1984,0.109940766,Peru
1,01/01/1984,0,Trinidad & Tobago
1,01/01/1984,0.135198,Venezuela
1,01/01/1984,4.375441865,Austria
1,01/01/1984,10.7634168,Belgium
1,01/01/1984,9.656,Bulgaria
1,01/01/1984,0,Croatia
1,01/01/1984,0,Cyprus
1,01/01/1984,39.098,Czech Republic
1,01/01/1984,5.9661,Denmark
1,01/01/1984,0,Estonia
1,01/01/1984,3.936610299,Finland
1,01/01/1984,25.13,France
1,01/01/1984,150.064,Germany
1,01/01/1984,5.213,Greece
1,01/01/1984,7.742,Hungary
1,01/01/1984,0.065829063,Iceland
1,01/01/1984,2.169,Ireland
1,01/01/1984,15.27,Italy
1,01/01/1984,0,Latvia
1,01/01/1984,,Lithuania
1,01/01/1984,1.4118,Luxembourg
1,01/01/1984,6.37718544,Netherlands
1,01/01/1984,0,North Macedonia
1,01/01/1984,1.123508,Norway
1,01/01/1984,97.586,Poland
1,01/01/1984,0.495,Portugal
1,01/01/1984,14.322,Romania
1,01/01/1984,8.543,Slovakia
1,01/01/1984,0,Slovenia
1,01/01/1984,18.184,Spain
1,01/01/1984,2.471788,Sweden
1,01/01/1984,0.501098691,Switzerland
1,01/01/1984,9.969,Turkey
1,01/01/1984,0,Ukraine
1,01/01/1984,47.276,United Kingdom
1,01/01/1984,,Azerbaijan
1,01/01/1984,,Belarus
1,01/01/1984,,Kazakhstan
1,01/01/1984,,Russian Federation
1,01/01/1984,,Turkmenistan
1,01/01/1984,338.178177903,USSR
1,01/01/1984,,Uzbekistan
1,01/01/1984,0.98276,Iran
1,01/01/1984,0,Iraq
1,01/01/1984,1.693,Israel
