,countries,1965,1966,1967,1968,1969,1970,1971,1972,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
28,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.56,0.853,1.4669999999999999,1.68,2.4859999999999998,3.043,3.1439999999999997,3.106982848,3.105851473,3.159704937,3.121690727,3.178938317,3.173733991,3.20858035,3.160610038,3.1563108110000004,3.189573245,3.20858035,3.196361497,3.157215912,2.491967235,2.696067339,3.13028918,3.045888582,3.321039055,3.352943839,3.490519075,3.56632122,3.549130199,3.57356519,3.477758067,3.5408933339999997,3.5829289039999996,3.6326005789999996,3.6424845,3.559985518
29,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Italy,0.809,0.889,0.725,0.593,0.387,0.732,0.775,0.8690000000000001,0.737,0.754,0.8590000000000001,0.763,1.002,1.053,1.107,1.178,2.093,1.8630000000000002,1.511,1.589,1.982,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Latvia,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lithuania,,,,,,,,,,,,,,,,,,,,2.145,2.2359999999999998,2.0780000000000003,2.8989999999999996,3.7680000000000002,3.854143096,3.846676019,3.312214328,2.774132235,1.7436756119999999,2.675023759,3.154726886,2.720731321,3.066932163,2.231524641,1.90500973,2.570937231,3.1999818980000003,3.503643028,3.4171154460000004,2.33914106,1.957550799,2.224940037,2.238697561,2.455672716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Netherlands,0.0,0.0,0.0,0.005,0.07200000000000001,0.085,0.094,0.075,0.6890000000000001,0.7020000000000001,0.815,0.8390000000000001,0.8029999999999999,0.7340000000000001,0.884,0.779,0.82,0.754,0.782,0.882,0.9540000000000001,0.804,0.8320000000000001,0.91,0.79241526,0.753269675,0.859845228,0.8933339370000001,0.897633163,0.9091731909999999,0.9413042490000001,0.544870344,0.8619022940000001,0.8662291259999999,0.886819025,0.898893741,0.885536498,0.909170702,0.864827352,0.9045245959999999,0.7850475179999999,0.950426076,0.9433156079999999,0.961291804,0.8981235009999999,0.9369541109999999,0.88580124,0.654129294,0.92576051,0.922758972,0.896112142,0.7698959129999999,0.790654512
36,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
