Year_Solar_Cons,Values_Solar_Cons,Countries
01/01/2001,0.000135765,Trinidad & Tobago
01/01/2001,0,Venezuela
01/01/2001,0.001131375,Austria
01/01/2001,0,Belgium
01/01/2001,0,Bulgaria
01/01/2001,0,Croatia
01/01/2001,0,Cyprus
01/01/2001,0,Czech Republic
01/01/2001,0.00027153,Denmark
01/01/2001,0,Estonia
01/01/2001,0.000384668,Finland
01/01/2001,0.001393968,France
01/01/2001,0.017196905,Germany
01/01/2001,0,Greece
01/01/2001,0,Hungary
01/01/2001,0,Iceland
01/01/2001,0,Ireland
01/01/2001,0.004299226,Italy
01/01/2001,0,Latvia
01/01/2001,0,Lithuania
01/01/2001,1.040865276e-05,Luxembourg
01/01/2001,0.002955152,Netherlands
01/01/2001,0,North Macedonia
01/01/2001,0.001199258,Norway
01/01/2001,0,Poland
01/01/2001,0.00036204,Portugal
01/01/2001,0,Romania
01/01/2001,0,Slovakia
01/01/2001,0,Slovenia
01/01/2001,0.005430601,Spain
01/01/2001,0.00045255,Sweden
01/01/2001,0.002941576,Switzerland
01/01/2001,0,Turkey
01/01/2001,0,Ukraine
01/01/2001,0.00045255,United Kingdom
01/01/2001,0,Azerbaijan
01/01/2001,0,Belarus
01/01/2001,0,Kazakhstan
01/01/2001,0,Russian Federation
01/01/2001,0,Turkmenistan
01/01/2001,,USSR
01/01/2001,0,Uzbekistan
01/01/2001,0,Iran
01/01/2001,0,Iraq
01/01/2001,0,Israel
01/01/2001,0,Kuwait
01/01/2001,0,Oman
01/01/2001,0,Qatar
01/01/2001,0,Saudi Arabia
01/01/2001,0,United Arab Emirates
01/01/2001,0,Algeria
01/01/2001,0.000203648,Egypt
01/01/2001,0,Morocco
01/01/2001,0.002443771,South Africa
01/01/2001,0.001968593,Eastern Africa
01/01/2001,0.012252794,Australia
01/01/2001,0,Bangladesh
01/01/2001,0.007014527,China
01/01/2001,0,China Hong Kong SAR
01/01/2001,0.002514167,India
01/01/2001,0,Indonesia
01/01/2001,0.113078522,Japan
01/01/2001,0,Malaysia
01/01/2001,0,New Zealand
01/01/2001,0,Pakistan
01/01/2001,0,Philippines
01/01/2001,0,Singapore
01/01/2001,0.001399285,South Korea
01/01/2001,0.000204348,Sri Lanka
01/01/2001,5.973661583e-05,Taiwan
01/01/2001,0,Thailand
01/01/2001,0,Vietnam
01/01/2002,0.00514478,Canada
01/01/2002,0.0018102,Mexico
01/01/2002,0.136126532,US
01/01/2002,1.063492782e-05,Argentina
01/01/2002,0,Brazil
01/01/2002,0,Chile
01/01/2002,0.001052462,Colombia
01/01/2002,0,Ecuador
01/01/2002,0,Peru
01/01/2002,0.000226275,Trinidad & Tobago
01/01/2002,0,Venezuela
01/01/2002,0.002036476,Austria
01/01/2002,0,Belgium
01/01/2002,0,Bulgaria
01/01/2002,0,Croatia
01/01/2002,0,Cyprus
01/01/2002,0,Czech Republic
01/01/2002,0.000289758,Denmark
01/01/2002,0,Estonia
01/01/2002,0.000429923,Finland
01/01/2002,0.001607334,France
01/01/2002,0.03665656,Germany
01/01/2002,0,Greece
01/01/2002,0,Hungary
01/01/2002,0,Iceland
01/01/2002,0,Ireland
01/01/2002,0.004751776,Italy
01/01/2002,0,Latvia
01/01/2002,0,Lithuania
01/01/2002,1.335022854e-05,Luxembourg
01/01/2002,0.003855727,Netherlands
01/01/2002,0,North Macedonia
01/01/2002,0.001199258,Norway
01/01/2002,0,Poland
01/01/2002,0.000407295,Portugal
01/01/2002,0,Romania
01/01/2002,0,Slovakia
01/01/2002,0,Slovenia
01/01/2002,0.006788252,Spain
01/01/2002,0.00045255,Sweden
01/01/2002,0.003394126,Switzerland
01/01/2002,0,Turkey
01/01/2002,0,Ukraine
01/01/2002,0.000678825,United Kingdom
01/01/2002,0,Azerbaijan
01/01/2002,0,Belarus
01/01/2002,0,Kazakhstan
01/01/2002,0,Russian Federation
01/01/2002,0,Turkmenistan
01/01/2002,,USSR
01/01/2002,0,Uzbekistan
01/01/2002,0,Iran
01/01/2002,0,Iraq
01/01/2002,0,Israel
01/01/2002,0,Kuwait
01/01/2002,0,Oman
01/01/2002,0,Qatar
01/01/2002,0,Saudi Arabia
01/01/2002,0,United Arab Emirates
01/01/2002,0,Algeria
01/01/2002,0.000226275,Egypt
01/01/2002,2.285606666e-05,Morocco
01/01/2002,0.002805811,South Africa
01/01/2002,0.002692673,Eastern Africa
01/01/2002,0.013191836,Australia
01/01/2002,2.2627506e-05,Bangladesh
01/01/2002,0.010861203,China
01/01/2002,0,China Hong Kong SAR
01/01/2002,0.002971289,India
01/01/2002,0,Indonesia
01/01/2002,0.157175182,Japan
01/01/2002,0,Malaysia
01/01/2002,0,New Zealand
01/01/2002,0,Pakistan
01/01/2002,0,Philippines
01/01/2002,0,Singapore
01/01/2002,0.001593882,South Korea
01/01/2002,0.000339664,Sri Lanka
01/01/2002,7.874372087e-05,Taiwan
01/01/2002,0,Thailand
01/01/2002,0,Vietnam
01/01/2003,0.00515669,Canada
01/01/2003,0.0018102,Mexico
01/01/2003,0.138175843,US
01/01/2003,1.47078789e-05,Argentina
01/01/2003,0,Brazil
01/01/2003,0,Chile
01/01/2003,0.001449292,Colombia
01/01/2003,0,Ecuador
01/01/2003,0,Peru
01/01/2003,0.000339413,Trinidad & Tobago
01/01/2003,0,Venezuela
01/01/2003,0.003394126,Austria
01/01/2003,0,Belgium
01/01/2003,0,Bulgaria
01/01/2003,0,Croatia
01/01/2003,0,Cyprus
01/01/2003,0,Czech Republic
01/01/2003,0.000343812,Denmark
01/01/2003,0,Estonia
01/01/2003,0.000475178,Finland
01/01/2003,0.001757546,France
01/01/2003,0.070824094,Germany
01/01/2003,0,Greece
01/01/2003,0,Hungary
01/01/2003,0,Iceland
01/01/2003,0,Ireland
01/01/2003,0.005430601,Italy
01/01/2003,0,Latvia
01/01/2003,0,Lithuania
01/01/2003,0.000316559,Luxembourg
01/01/2003,0.006955695,Netherlands
01/01/2003,0,North Macedonia
01/01/2003,0.001402905,Norway
01/01/2003,0,Poland
01/01/2003,0.000588315,Portugal
01/01/2003,0,Romania
01/01/2003,0,Slovakia
01/01/2003,0,Slovenia
01/01/2003,0.009277277,Spain
01/01/2003,0.00045255,Sweden
01/01/2003,0.004072951,Switzerland
01/01/2003,0,Turkey
01/01/2003,0,Ukraine
01/01/2003,0.000678825,United Kingdom
01/01/2003,0,Azerbaijan
01/01/2003,0,Belarus
01/01/2003,0,Kazakhstan
01/01/2003,0,Russian Federation
01/01/2003,0,Turkmenistan
01/01/2003,,USSR
01/01/2003,0,Uzbekistan
01/01/2003,0,Iran
01/01/2003,0,Iraq
01/01/2003,0,Israel
01/01/2003,0,Kuwait
01/01/2003,0,Oman
01/01/2003,0,Qatar
01/01/2003,0,Saudi Arabia
01/01/2003,0,United Arab Emirates
01/01/2003,0,Algeria
01/01/2003,0.000226275,Egypt
01/01/2003,2.285606666e-05,Morocco
01/01/2003,0.003145223,South Africa
01/01/2003,0.002715301,Eastern Africa
01/01/2003,0.014300584,Australia
01/01/2003,0.000203648,Bangladesh
01/01/2003,0.014481604,China
01/01/2003,0,China Hong Kong SAR
01/01/2003,0.003656971,India
01/01/2003,0,Indonesia
01/01/2003,0.215856225,Japan
01/01/2003,0,Malaysia
01/01/2003,0,New Zealand
01/01/2003,0,Pakistan
01/01/2003,0,Philippines
01/01/2003,0,Singapore
01/01/2003,0.001754084,South Korea
01/01/2003,0.000543963,Sri Lanka
01/01/2003,0.000104313,Taiwan
01/01/2003,0,Thailand
01/01/2003,0,Vietnam
01/01/2004,0.003227397,Canada
01/01/2004,0.002036476,Mexico
01/01/2004,0.157969959,US
01/01/2004,1.58392542e-05,Argentina
01/01/2004,0,Brazil
01/01/2004,0,Chile
01/01/2004,0.001799277,Colombia
01/01/2004,0,Ecuador
01/01/2004,0,Peru
01/01/2004,0.000497805,Trinidad & Tobago
01/01/2004,0,Venezuela
01/01/2004,0.004072951,Austria
01/01/2004,0.000226275,Belgium
01/01/2004,0,Bulgaria
01/01/2004,0,Croatia
01/01/2004,9.051002399e-05,Cyprus
01/01/2004,2.2627506e-05,Czech Republic
01/01/2004,0.000416095,Denmark
01/01/2004,0,Estonia
01/01/2004,0.00054306,Finland
01/01/2004,0.001911568,France
01/01/2004,0.126035208,Germany
01/01/2004,0.000226275,Greece
01/01/2004,0,Hungary
01/01/2004,0,Iceland
01/01/2004,0,Ireland
01/01/2004,0.006561977,Italy
01/01/2004,0,Latvia
01/01/2004,0,Lithuania
01/01/2004,0.002081504,Luxembourg
01/01/2004,0.007498755,Netherlands
01/01/2004,0,North Macedonia
01/01/2004,0.001402905,Norway
01/01/2004,0,Poland
01/01/2004,0.000656198,Portugal
01/01/2004,0,Romania
01/01/2004,0,Slovakia
01/01/2004,0,Slovenia
01/01/2004,0.012671403,Spain
01/01/2004,0.00045255,Sweden
01/01/2004,0.004072951,Switzerland
01/01/2004,0,Turkey
01/01/2004,0,Ukraine
01/01/2004,0.0009051,United Kingdom
01/01/2004,0,Azerbaijan
01/01/2004,0,Belarus
01/01/2004,0,Kazakhstan
01/01/2004,0,Russian Federation
01/01/2004,0,Turkmenistan
01/01/2004,,USSR
01/01/2004,0,Uzbekistan
01/01/2004,0,Iran
01/01/2004,0,Iraq
01/01/2004,0,Israel
01/01/2004,0,Kuwait
01/01/2004,0,Oman
01/01/2004,0,Qatar
01/01/2004,0,Saudi Arabia
01/01/2004,0,United Arab Emirates
01/01/2004,0,Algeria
01/01/2004,0.000226275,Egypt
01/01/2004,2.285606666e-05,Morocco
01/01/2004,0.003507263,South Africa
01/01/2004,0.002986831,Eastern Africa
01/01/2004,0.016506766,Australia
01/01/2004,0.000429923,Bangladesh
01/01/2004,0.017196905,China
01/01/2004,0,China Hong Kong SAR
01/01/2004,0.004114092,India
01/01/2004,0,Indonesia
01/01/2004,0.287736372,Japan
01/01/2004,0,Malaysia
01/01/2004,0,New Zealand
01/01/2004,0,Pakistan
01/01/2004,0,Philippines
01/01/2004,0,Singapore
01/01/2004,0.002233787,South Korea
01/01/2004,0.000800804,Sri Lanka
01/01/2004,0.000132145,Taiwan
01/01/2004,0,Thailand
01/01/2004,0,Vietnam
01/01/2005,0.004180134,Canada
01/01/2005,0.002036476,Mexico
01/01/2005,0.169457536,US
01/01/2005,1.832827986e-05,Argentina
01/01/2005,0,Brazil
01/01/2005,0,Chile
01/01/2005,0.002156684,Colombia
01/01/2005,2.803532154e-06,Ecuador
01/01/2005,0,Peru
01/01/2005,0.000520433,Trinidad & Tobago
01/01/2005,0,Venezuela
01/01/2005,0.004755934,Austria
01/01/2005,0.000226275,Belgium
01/01/2005,0,Bulgaria
01/01/2005,0,Croatia
01/01/2005,0.000128072,Cyprus
01/01/2005,1.538670408e-05,Czech Republic
01/01/2005,0.000489006,Denmark
01/01/2005,0,Estonia
01/01/2005,0.000588315,Finland
01/01/2005,0.00237606,France
01/01/2005,0.290084627,Germany
01/01/2005,0.000226275,Greece
01/01/2005,0,Hungary
01/01/2005,0,Iceland
01/01/2005,0,Ireland
01/01/2005,0.007014527,Italy
01/01/2005,0,Latvia
01/01/2005,0,Lithuania
01/01/2005,0.004004616,Luxembourg
01/01/2005,0.007738381,Netherlands
01/01/2005,0,North Macedonia
01/01/2005,0.001402905,Norway
01/01/2005,0,Poland
01/01/2005,0.000859845,Portugal
01/01/2005,0,Romania
01/01/2005,0,Slovakia
01/01/2005,0,Slovenia
01/01/2005,0.009277277,Spain
01/01/2005,0.00045255,Sweden
01/01/2005,0.004751776,Switzerland
01/01/2005,0,Turkey
01/01/2005,0,Ukraine
01/01/2005,0.0018102,United Kingdom
01/01/2005,0,Azerbaijan
01/01/2005,0,Belarus
01/01/2005,0,Kazakhstan
01/01/2005,0,Russian Federation
01/01/2005,0,Turkmenistan
01/01/2005,,USSR
01/01/2005,0,Uzbekistan
01/01/2005,0,Iran
01/01/2005,0,Iraq
01/01/2005,0,Israel
01/01/2005,0,Kuwait
01/01/2005,0,Oman
01/01/2005,0,Qatar
01/01/2005,0,Saudi Arabia
01/01/2005,0,United Arab Emirates
01/01/2005,0,Algeria
01/01/2005,0.000226275,Egypt
01/01/2005,2.285606666e-05,Morocco
01/01/2005,0.003846676,South Africa
01/01/2005,0.003235733,Eastern Africa
01/01/2005,0.019018419,Australia
01/01/2005,0.000769335,Bangladesh
01/01/2005,0.019007105,China
01/01/2005,0,China Hong Kong SAR
01/01/2005,0.004114092,India
01/01/2005,0,Indonesia
01/01/2005,0.368848344,Japan
01/01/2005,0,Malaysia
01/01/2005,0,New Zealand
01/01/2005,0,Pakistan
01/01/2005,0.000343259,Philippines
01/01/2005,0,Singapore
01/01/2005,0.003258135,South Korea
01/01/2005,0.001044335,Sri Lanka
01/01/2005,0.000217224,Taiwan
01/01/2005,0,Thailand
01/01/2005,0,Vietnam
01/01/2006,0.005132871,Canada
01/01/2006,0.002262751,Mexico
01/01/2006,0.186548429,US
01/01/2006,2.03647554e-05,Argentina
01/01/2006,0,Brazil
01/01/2006,0,Chile
01/01/2006,0,Colombia
01/01/2006,3.365841517e-06,Ecuador
01/01/2006,0,Peru
01/01/2006,0.000610943,Trinidad & Tobago
01/01/2006,0,Venezuela
01/01/2006,0.005065591,Austria
01/01/2006,0.00045255,Belgium
01/01/2006,0,Bulgaria
01/01/2006,0,Croatia
01/01/2006,0.000226728,Cyprus
01/01/2006,3.846676019e-05,Czech Republic
01/01/2006,0.000500948,Denmark
01/01/2006,0,Estonia
01/01/2006,0.000769335,Finland
01/01/2006,0.002694042,France
01/01/2006,0.502330633,Germany
01/01/2006,0.000226275,Greece
01/01/2006,0,Hungary
01/01/2006,0,Iceland
01/01/2006,0,Ireland
01/01/2006,0.007919627,Italy
01/01/2006,0,Latvia
01/01/2006,0,Lithuania
01/01/2006,0.004777572,Luxembourg
01/01/2006,0.007970086,Netherlands
01/01/2006,0,North Macedonia
01/01/2006,0.001606553,Norway
01/01/2006,0,Poland
01/01/2006,0.001131375,Portugal
01/01/2006,0,Romania
01/01/2006,0,Slovakia
01/01/2006,0,Slovenia
01/01/2006,0.026926732,Spain
01/01/2006,0.00045255,Sweden
01/01/2006,0.005430601,Switzerland
01/01/2006,0,Turkey
01/01/2006,0,Ukraine
01/01/2006,0.002489026,United Kingdom
01/01/2006,0,Azerbaijan
01/01/2006,0,Belarus
01/01/2006,0,Kazakhstan
01/01/2006,0,Russian Federation
01/01/2006,0,Turkmenistan
01/01/2006,,USSR
01/01/2006,0,Uzbekistan
01/01/2006,2.2627506e-05,Iran
01/01/2006,0,Iraq
01/01/2006,0,Israel
01/01/2006,0,Kuwait
01/01/2006,0,Oman
01/01/2006,0,Qatar
01/01/2006,0,Saudi Arabia
01/01/2006,0,United Arab Emirates
01/01/2006,0,Algeria
01/01/2006,0.000226275,Egypt
01/01/2006,2.285606666e-05,Morocco
01/01/2006,0.004208716,South Africa
01/01/2006,0.004118206,Eastern Africa
01/01/2006,0.022061818,Australia
01/01/2006,0.001221885,Bangladesh
01/01/2006,0.021496131,China
01/01/2006,0,China Hong Kong SAR
01/01/2006,0.00162918,India
01/01/2006,0,Indonesia
01/01/2006,0.451561298,Japan
01/01/2006,0,Malaysia
01/01/2006,0,New Zealand
01/01/2006,0,Pakistan
01/01/2006,0.000311354,Philippines
01/01/2006,0,Singapore
01/01/2006,0.007019505,South Korea
01/01/2006,0.001218894,Sri Lanka
01/01/2006,0.000329683,Taiwan
01/01/2006,0.00825904,Thailand
01/01/2006,0,Vietnam
01/01/2007,0.006550068,Canada
01/01/2007,0.002036476,Mexico
01/01/2007,0.247864076,US
01/01/2007,2.464135403e-05,Argentina
01/01/2007,0,Brazil
01/01/2007,0,Chile
01/01/2007,0,Colombia
01/01/2007,4.109607639e-06,Ecuador
01/01/2007,0,Peru
01/01/2007,0.000656198,Trinidad & Tobago
01/01/2007,0,Venezuela
01/01/2007,0.00548454,Austria
01/01/2007,0.00135765,Belgium
01/01/2007,0,Bulgaria
01/01/2007,0,Croatia
01/01/2007,0.000392135,Cyprus
01/01/2007,0.000396886,Czech Republic
01/01/2007,0.000564431,Denmark
01/01/2007,0,Estonia
01/01/2007,0.000859845,Finland
01/01/2007,0.004072951,France
01/01/2007,0.695795809,Germany
01/01/2007,0.000226275,Greece
01/01/2007,0,Hungary
01/01/2007,0,Iceland
01/01/2007,0,Ireland
01/01/2007,0.008824727,Italy
01/01/2007,0,Latvia
01/01/2007,0,Lithuania
01/01/2007,0.004729375,Luxembourg
01/01/2007,0.008080735,Netherlands
01/01/2007,0,North Macedonia
01/01/2007,0.001606553,Norway
01/01/2007,0,Poland
01/01/2007,0.005430601,Portugal
01/01/2007,0,Romania
01/01/2007,0,Slovakia
01/01/2007,0,Slovenia
01/01/2007,0.11494773,Spain
01/01/2007,0.000678825,Sweden
01/01/2007,0.006561977,Switzerland
01/01/2007,0,Turkey
01/01/2007,0,Ukraine
01/01/2007,0.003167851,United Kingdom
01/01/2007,0,Azerbaijan
01/01/2007,0,Belarus
01/01/2007,0,Kazakhstan
01/01/2007,0,Russian Federation
01/01/2007,0,Turkmenistan
01/01/2007,,USSR
01/01/2007,0,Uzbekistan
01/01/2007,2.2627506e-05,Iran
01/01/2007,0,Iraq
01/01/2007,0,Israel
01/01/2007,0,Kuwait
01/01/2007,0,Oman
01/01/2007,0,Qatar
01/01/2007,0,Saudi Arabia
01/01/2007,0,United Arab Emirates
01/01/2007,0,Algeria
01/01/2007,0.00027153,Egypt
01/01/2007,2.285606666e-05,Morocco
01/01/2007,0.004548129,South Africa
01/01/2007,0.005164566,Eastern Africa
01/01/2007,0.025738788,Australia
01/01/2007,0.002036476,Bangladesh
01/01/2007,0.025795357,China
01/01/2007,0,China Hong Kong SAR
01/01/2007,0.013350229,India
01/01/2007,0,Indonesia
01/01/2007,0.523253722,Japan
01/01/2007,2.285606666e-06,Malaysia
01/01/2007,0.000770669,New Zealand
01/01/2007,4.525501199e-05,Pakistan
01/01/2007,0.000296194,Philippines
01/01/2007,0,Singapore
01/01/2007,0.01612866,South Korea
01/01/2007,0.001352324,Sri Lanka
01/01/2007,0.00049328,Taiwan
01/01/2007,0.008779472,Thailand
01/01/2007,0,Vietnam
01/01/2008,0.008014901,Canada
01/01/2008,0.004299226,Mexico
01/01/2008,0.36952133,US
01/01/2008,3.251572612e-05,Argentina
01/01/2008,0,Brazil
01/01/2008,0,Chile
01/01/2008,0,Colombia
01/01/2008,6.038602525e-06,Ecuador
01/01/2008,0,Peru
01/01/2008,0.000701453,Trinidad & Tobago
01/01/2008,0,Venezuela
01/01/2008,0.006815384,Austria
01/01/2008,0.009503553,Belgium
01/01/2008,0,Bulgaria
01/01/2008,0,Croatia
01/01/2008,0.000678825,Cyprus
01/01/2008,0.00292732,Czech Republic
01/01/2008,0.000593343,Denmark
01/01/2008,0,Estonia
01/01/2008,0.000882473,Finland
01/01/2008,0.009503553,France
01/01/2008,1.000135765,Germany
01/01/2008,0.001131375,Greece
01/01/2008,0.000226275,Hungary
01/01/2008,0,Iceland
01/01/2008,0,Ireland
01/01/2008,0.043671087,Italy
01/01/2008,0,Latvia
01/01/2008,0,Lithuania
01/01/2008,0.004532516,Luxembourg
01/01/2008,0.008799611,Netherlands
01/01/2008,0,North Macedonia
01/01/2008,0.001674435,Norway
01/01/2008,0,Poland
01/01/2008,0.009277277,Portugal
01/01/2008,0,Romania
01/01/2008,0,Slovakia
01/01/2008,0.000226275,Slovenia
01/01/2008,0.583337105,Spain
01/01/2008,0.0009051,Sweden
01/01/2008,0.008372177,Switzerland
01/01/2008,0,Turkey
01/01/2008,0,Ukraine
01/01/2008,0.003846676,United Kingdom
01/01/2008,0,Azerbaijan
01/01/2008,0,Belarus
01/01/2008,0,Kazakhstan
01/01/2008,0,Russian Federation
01/01/2008,0,Turkmenistan
01/01/2008,,USSR
01/01/2008,0,Uzbekistan
01/01/2008,4.525501199e-05,Iran
01/01/2008,0,Iraq
01/01/2008,0,Israel
01/01/2008,0,Kuwait
01/01/2008,0,Oman
01/01/2008,0,Qatar
01/01/2008,0.000135765,Saudi Arabia
01/01/2008,0,United Arab Emirates
01/01/2008,0,Algeria
01/01/2008,0.000339413,Egypt
01/01/2008,2.285606666e-05,Morocco
01/01/2008,0.004910169,South Africa
01/01/2008,0.007108701,Eastern Africa
01/01/2008,0.031497488,Australia
01/01/2008,0.003439381,Bangladesh
01/01/2008,0.034393809,China
01/01/2008,0,China Hong Kong SAR
01/01/2008,0.014255329,India
01/01/2008,2.2627506e-05,Indonesia
01/01/2008,0.586951002,Japan
01/01/2008,2.285606666e-06,Malaysia
01/01/2008,0.00078192,New Zealand
01/01/2008,0.00036204,Pakistan
01/01/2008,0.000295063,Philippines
01/01/2008,0.000113138,Singapore
01/01/2008,0.064333394,South Korea
01/01/2008,0.001442533,Sri Lanka
01/01/2008,0.001033948,Taiwan
01/01/2008,0.0088021,Thailand
01/01/2008,0,Vietnam
01/01/2009,0.024731864,Canada
01/01/2009,0.006109427,Mexico
01/01/2009,0.469738063,US
01/01/2009,1.721591166e-05,Argentina
01/01/2009,0,Brazil
01/01/2009,0,Chile
01/01/2009,0,Colombia
01/01/2009,1.782730687e-06,Ecuador
01/01/2009,0,Peru
01/01/2009,0.000791963,Trinidad & Tobago
01/01/2009,0,Venezuela
01/01/2009,0.011068082,Austria
01/01/2009,0.03756166,Belgium
01/01/2009,0.000678825,Bulgaria
01/01/2009,3.725392587e-06,Croatia
01/01/2009,0.0009051,Cyprus
01/01/2009,0.020094809,Czech Republic
01/01/2009,0.000848531,Denmark
01/01/2009,2.2627506e-05,Estonia
01/01/2009,0.000972983,Finland
01/01/2009,0.03937186,France
01/01/2009,1.48956872,Germany
01/01/2009,0.011313753,Greece
01/01/2009,0.000226275,Hungary
01/01/2009,0,Iceland
01/01/2009,9.599400243e-05,Ireland
01/01/2009,0.153188216,Italy
01/01/2009,0,Latvia
01/01/2009,0,Lithuania
01/01/2009,0.004597004,Luxembourg
01/01/2009,0.010056569,Netherlands
01/01/2009,0,North Macedonia
01/01/2009,0.001742318,Norway
01/01/2009,0,Poland
01/01/2009,0.03620401,Portugal
01/01/2009,0.000228561,Romania
01/01/2009,0,Slovakia
01/01/2009,0.0009051,Slovenia
01/01/2009,1.372796007,Spain
01/01/2009,0.001583925,Sweden
01/01/2009,0.012218853,Switzerland
01/01/2009,0,Turkey
01/01/2009,0,Ukraine
01/01/2009,0.004525548,United Kingdom
01/01/2009,0,Azerbaijan
01/01/2009,0,Belarus
01/01/2009,0,Kazakhstan
01/01/2009,0,Russian Federation
01/01/2009,0,Turkmenistan
01/01/2009,,USSR
01/01/2009,0,Uzbekistan
01/01/2009,6.788251799e-05,Iran
01/01/2009,0,Iraq
01/01/2009,0.005430601,Israel
01/01/2009,0,Kuwait
01/01/2009,0,Oman
01/01/2009,0,Qatar
01/01/2009,0.000135765,Saudi Arabia
01/01/2009,0.003824049,United Arab Emirates
01/01/2009,0,Algeria
01/01/2009,0.000497805,Egypt
01/01/2009,2.285606666e-05,Morocco
01/01/2009,0.005272209,South Africa
01/01/2009,0.010220599,Eastern Africa
01/01/2009,0.065674533,Australia
01/01/2009,0.005679504,Bangladesh
01/01/2009,0.063130742,China
01/01/2009,0,China Hong Kong SAR
01/01/2009,0.016970629,India
01/01/2009,2.2627506e-05,Indonesia
01/01/2009,0.689123525,Japan
01/01/2009,2.285606666e-06,Malaysia
01/01/2009,0.000812296,New Zealand
01/01/2009,0.001199258,Pakistan
01/01/2009,0.000283296,Philippines
01/01/2009,0.000520433,Singapore
01/01/2009,0.128114902,South Korea
01/01/2009,0.001535911,Sri Lanka
01/01/2009,0.002084143,Taiwan
01/01/2009,0.010046613,Thailand
01/01/2009,0,Vietnam
01/01/2010,0.05751912,Canada
01/01/2010,0.007014527,Mexico
01/01/2010,0.681774997,US
01/01/2010,1.94347649e-05,Argentina
01/01/2010,0,Brazil
01/01/2010,0,Chile
01/01/2010,0,Colombia
01/01/2010,0,Ecuador
01/01/2010,0,Peru
01/01/2010,0.0009051,Trinidad & Tobago
01/01/2010,0.000556637,Venezuela
01/01/2010,0.020096199,Austria
01/01/2010,0.126714034,Belgium
01/01/2010,0.003394126,Bulgaria
01/01/2010,3.725392587e-06,Croatia
01/01/2010,0.001583925,Cyprus
01/01/2010,0.139318007,Czech Republic
01/01/2010,0.001394106,Denmark
01/01/2010,2.2627506e-05,Estonia
01/01/2010,0.001063493,Finland
01/01/2010,0.140290537,France
01/01/2010,2.653980178,Germany
01/01/2010,0.035751459,Greece
01/01/2010,0.000226275,Hungary
01/01/2010,0,Iceland
01/01/2010,0.000107731,Ireland
01/01/2010,0.431212382,Italy
01/01/2010,0,Latvia
01/01/2010,0,Lithuania
01/01/2010,0.004785265,Luxembourg
01/01/2010,0.013450695,Netherlands
01/01/2010,5.883151559e-06,North Macedonia
01/01/2010,0.001832828,Norway
01/01/2010,0,Poland
01/01/2010,0.048649138,Portugal
01/01/2010,0.000457121,Romania
01/01/2010,0.003846676,Slovakia
01/01/2010,0.002941576,Slovenia
01/01/2010,1.598504015,Spain
01/01/2010,0.002036476,Sweden
01/01/2010,0.021269856,Switzerland
01/01/2010,0.00054306,Turkey
01/01/2010,0,Ukraine
01/01/2010,0.009113703,United Kingdom
01/01/2010,0,Azerbaijan
01/01/2010,0,Belarus
01/01/2010,0,Kazakhstan
01/01/2010,0,Russian Federation
01/01/2010,3.609087206e-05,Turkmenistan
01/01/2010,,USSR
01/01/2010,0,Uzbekistan
01/01/2010,0.000158393,Iran
01/01/2010,0,Iraq
01/01/2010,0.015839254,Israel
01/01/2010,0,Kuwait
01/01/2010,0,Oman
01/01/2010,0,Qatar
01/01/2010,0.000927728,Saudi Arabia
01/01/2010,0.004095579,United Arab Emirates
01/01/2010,0.002059103,Algeria
01/01/2010,0.005702132,Egypt
01/01/2010,2.285606666e-05,Morocco
01/01/2010,0.006245192,South Africa
01/01/2010,0.025440527,Eastern Africa
01/01/2010,0.221217423,Australia
01/01/2010,0.010023985,Bangladesh
01/01/2010,0.158618817,China
01/01/2010,7.919627099e-05,China Hong Kong SAR
01/01/2010,0.025569082,India
01/01/2010,0.000117663,Indonesia
01/01/2010,0.900886715,Japan
01/01/2010,2.285606666e-06,Malaysia
01/01/2010,0.000866299,New Zealand
01/01/2010,0.003032086,Pakistan
01/01/2010,0.000283749,Philippines
01/01/2010,0.001040865,Singapore
01/01/2010,0.174865593,South Korea
01/01/2010,0.001628157,Sri Lanka
01/01/2010,0.005789749,Taiwan
01/01/2010,0.013191836,Thailand
01/01/2010,0,Vietnam
01/01/2011,0.129338824,Canada
01/01/2011,0.009277277,Mexico
01/01/2011,1.072295816,US
01/01/2011,0.000365208,Argentina
01/01/2011,0,Brazil
01/01/2011,0,Chile
01/01/2011,0,Colombia
01/01/2011,1.315110649e-05,Ecuador
01/01/2011,0,Peru
01/01/2011,0.0009051,Trinidad & Tobago
01/01/2011,0.0006743,Venezuela
01/01/2011,0.039387691,Austria
01/01/2011,0.264515545,Belgium
01/01/2011,0.022853781,Bulgaria
01/01/2011,3.725392587e-06,Croatia
01/01/2011,0.002715301,Cyprus
01/01/2011,0.479250577,Czech Republic
01/01/2011,0.003423667,Denmark
01/01/2011,4.525501199e-05,Estonia
01/01/2011,0.001199258,Finland
01/01/2011,0.470199575,France
01/01/2011,4.4347649,Germany
01/01/2011,0.138027787,Greece
01/01/2011,0.000226275,Hungary
01/01/2011,0,Iceland
01/01/2011,0.000122659,Ireland
01/01/2011,2.442797665,Italy
01/01/2011,4.525501199e-05,Latvia
01/01/2011,2.2627506e-05,Lithuania
01/01/2011,0.005825225,Luxembourg
01/01/2011,0.022705345,Netherlands
01/01/2011,0.000265421,North Macedonia
01/01/2011,0.001923338,Norway
