Year_Solar_Cons,Values_Solar_Cons,Countries
01/01/1977,0,Singapore
01/01/1977,0,South Korea
01/01/1977,0,Sri Lanka
01/01/1977,0,Taiwan
01/01/1977,0,Thailand
01/01/1977,0,Vietnam
01/01/1978,0,Canada
01/01/1978,0,Mexico
01/01/1978,0,US
01/01/1978,0,Argentina
01/01/1978,0,Brazil
01/01/1978,0,Chile
01/01/1978,0,Colombia
01/01/1978,0,Ecuador
01/01/1978,0,Peru
01/01/1978,0,Trinidad & Tobago
01/01/1978,0,Venezuela
01/01/1978,0,Austria
01/01/1978,0,Belgium
01/01/1978,0,Bulgaria
01/01/1978,,Croatia
01/01/1978,0,Cyprus
01/01/1978,0,Czech Republic
01/01/1978,0,Denmark
01/01/1978,,Estonia
01/01/1978,0,Finland
01/01/1978,0,France
01/01/1978,0,Germany
01/01/1978,0,Greece
01/01/1978,0,Hungary
01/01/1978,0,Iceland
01/01/1978,0,Ireland
01/01/1978,0,Italy
01/01/1978,,Latvia
01/01/1978,,Lithuania
01/01/1978,0,Luxembourg
01/01/1978,0,Netherlands
01/01/1978,,North Macedonia
01/01/1978,0,Norway
01/01/1978,0,Poland
01/01/1978,0,Portugal
01/01/1978,0,Romania
01/01/1978,0,Slovakia
01/01/1978,,Slovenia
01/01/1978,0,Spain
01/01/1978,0,Sweden
01/01/1978,0,Switzerland
01/01/1978,0,Turkey
01/01/1978,0,Ukraine
01/01/1978,0,United Kingdom
01/01/1978,,Azerbaijan
01/01/1978,,Belarus
01/01/1978,,Kazakhstan
01/01/1978,,Russian Federation
01/01/1978,,Turkmenistan
01/01/1978,0,USSR
01/01/1978,,Uzbekistan
01/01/1978,0,Iran
01/01/1978,0,Iraq
01/01/1978,0,Israel
01/01/1978,0,Kuwait
01/01/1978,0,Oman
01/01/1978,0,Qatar
01/01/1978,0,Saudi Arabia
01/01/1978,0,United Arab Emirates
01/01/1978,0,Algeria
01/01/1978,0,Egypt
01/01/1978,0,Morocco
01/01/1978,0,South Africa
01/01/1978,0,Eastern Africa
01/01/1978,0,Australia
01/01/1978,0,Bangladesh
01/01/1978,0,China
01/01/1978,0,China Hong Kong SAR
01/01/1978,0,India
01/01/1978,0,Indonesia
01/01/1978,0,Japan
01/01/1978,0,Malaysia
01/01/1978,0,New Zealand
01/01/1978,0,Pakistan
01/01/1978,0,Philippines
01/01/1978,0,Singapore
01/01/1978,0,South Korea
01/01/1978,0,Sri Lanka
01/01/1978,0,Taiwan
01/01/1978,0,Thailand
01/01/1978,0,Vietnam
01/01/1979,0,Canada
01/01/1979,0,Mexico
01/01/1979,0,US
01/01/1979,0,Argentina
01/01/1979,0,Brazil
01/01/1979,0,Chile
01/01/1979,0,Colombia
01/01/1979,0,Ecuador
01/01/1979,0,Peru
01/01/1979,0,Trinidad & Tobago
01/01/1979,0,Venezuela
01/01/1979,0,Austria
01/01/1979,0,Belgium
01/01/1979,0,Bulgaria
01/01/1979,,Croatia
01/01/1979,0,Cyprus
01/01/1979,0,Czech Republic
01/01/1979,0,Denmark
01/01/1979,,Estonia
01/01/1979,0,Finland
01/01/1979,0,France
01/01/1979,0,Germany
01/01/1979,0,Greece
01/01/1979,0,Hungary
01/01/1979,0,Iceland
01/01/1979,0,Ireland
01/01/1979,0,Italy
01/01/1979,,Latvia
01/01/1979,,Lithuania
01/01/1979,0,Luxembourg
01/01/1979,0,Netherlands
01/01/1979,,North Macedonia
01/01/1979,0,Norway
01/01/1979,0,Poland
01/01/1979,0,Portugal
01/01/1979,0,Romania
01/01/1979,0,Slovakia
01/01/1979,,Slovenia
01/01/1979,0,Spain
01/01/1979,0,Sweden
01/01/1979,0,Switzerland
01/01/1979,0,Turkey
01/01/1979,0,Ukraine
01/01/1979,0,United Kingdom
01/01/1979,,Azerbaijan
01/01/1979,,Belarus
01/01/1979,,Kazakhstan
01/01/1979,,Russian Federation
01/01/1979,,Turkmenistan
01/01/1979,0,USSR
01/01/1979,,Uzbekistan
01/01/1979,0,Iran
01/01/1979,0,Iraq
01/01/1979,0,Israel
01/01/1979,0,Kuwait
01/01/1979,0,Oman
01/01/1979,0,Qatar
01/01/1979,0,Saudi Arabia
01/01/1979,0,United Arab Emirates
01/01/1979,0,Algeria
01/01/1979,0,Egypt
01/01/1979,0,Morocco
01/01/1979,0,South Africa
01/01/1979,0,Eastern Africa
01/01/1979,0,Australia
01/01/1979,0,Bangladesh
01/01/1979,0,China
01/01/1979,0,China Hong Kong SAR
01/01/1979,0,India
01/01/1979,0,Indonesia
01/01/1979,0,Japan
01/01/1979,0,Malaysia
01/01/1979,0,New Zealand
01/01/1979,0,Pakistan
01/01/1979,0,Philippines
01/01/1979,0,Singapore
01/01/1979,0,South Korea
01/01/1979,0,Sri Lanka
01/01/1979,0,Taiwan
01/01/1979,0,Thailand
01/01/1979,0,Vietnam
01/01/1980,0,Canada
01/01/1980,0,Mexico
01/01/1980,0,US
01/01/1980,0,Argentina
01/01/1980,0,Brazil
01/01/1980,0,Chile
01/01/1980,0,Colombia
01/01/1980,0,Ecuador
01/01/1980,0,Peru
01/01/1980,0,Trinidad & Tobago
01/01/1980,0,Venezuela
01/01/1980,0,Austria
01/01/1980,0,Belgium
01/01/1980,0,Bulgaria
01/01/1980,,Croatia
01/01/1980,0,Cyprus
01/01/1980,0,Czech Republic
01/01/1980,0,Denmark
01/01/1980,,Estonia
01/01/1980,0,Finland
01/01/1980,0,France
01/01/1980,0,Germany
01/01/1980,0,Greece
01/01/1980,0,Hungary
01/01/1980,0,Iceland
01/01/1980,0,Ireland
01/01/1980,0,Italy
01/01/1980,,Latvia
01/01/1980,,Lithuania
01/01/1980,0,Luxembourg
01/01/1980,0,Netherlands
01/01/1980,,North Macedonia
01/01/1980,0,Norway
01/01/1980,0,Poland
01/01/1980,0,Portugal
01/01/1980,0,Romania
01/01/1980,0,Slovakia
01/01/1980,,Slovenia
01/01/1980,0,Spain
01/01/1980,0,Sweden
01/01/1980,0,Switzerland
01/01/1980,0,Turkey
01/01/1980,0,Ukraine
01/01/1980,0,United Kingdom
01/01/1980,,Azerbaijan
01/01/1980,,Belarus
01/01/1980,,Kazakhstan
01/01/1980,,Russian Federation
01/01/1980,,Turkmenistan
01/01/1980,0,USSR
01/01/1980,,Uzbekistan
01/01/1980,0,Iran
01/01/1980,0,Iraq
01/01/1980,0,Israel
01/01/1980,0,Kuwait
01/01/1980,0,Oman
01/01/1980,0,Qatar
01/01/1980,0,Saudi Arabia
01/01/1980,0,United Arab Emirates
01/01/1980,0,Algeria
01/01/1980,0,Egypt
01/01/1980,0,Morocco
01/01/1980,0,South Africa
01/01/1980,0,Eastern Africa
01/01/1980,0,Australia
01/01/1980,0,Bangladesh
01/01/1980,0,China
01/01/1980,0,China Hong Kong SAR
01/01/1980,0,India
01/01/1980,0,Indonesia
01/01/1980,0,Japan
01/01/1980,0,Malaysia
01/01/1980,0,New Zealand
01/01/1980,0,Pakistan
01/01/1980,0,Philippines
01/01/1980,0,Singapore
01/01/1980,0,South Korea
01/01/1980,0,Sri Lanka
01/01/1980,0,Taiwan
01/01/1980,0,Thailand
01/01/1980,0,Vietnam
01/01/1981,0,Canada
01/01/1981,0,Mexico
01/01/1981,0,US
01/01/1981,0,Argentina
01/01/1981,0,Brazil
01/01/1981,0,Chile
01/01/1981,0,Colombia
01/01/1981,0,Ecuador
01/01/1981,0,Peru
01/01/1981,0,Trinidad & Tobago
01/01/1981,0,Venezuela
01/01/1981,0,Austria
01/01/1981,0,Belgium
01/01/1981,0,Bulgaria
01/01/1981,,Croatia
01/01/1981,0,Cyprus
01/01/1981,0,Czech Republic
01/01/1981,0,Denmark
01/01/1981,,Estonia
01/01/1981,0,Finland
01/01/1981,0,France
01/01/1981,0,Germany
01/01/1981,0,Greece
01/01/1981,0,Hungary
01/01/1981,0,Iceland
01/01/1981,0,Ireland
01/01/1981,0,Italy
01/01/1981,,Latvia
01/01/1981,,Lithuania
01/01/1981,0,Luxembourg
01/01/1981,0,Netherlands
01/01/1981,,North Macedonia
01/01/1981,0,Norway
01/01/1981,0,Poland
01/01/1981,0,Portugal
01/01/1981,0,Romania
01/01/1981,0,Slovakia
01/01/1981,,Slovenia
01/01/1981,0,Spain
01/01/1981,0,Sweden
01/01/1981,0,Switzerland
01/01/1981,0,Turkey
01/01/1981,0,Ukraine
01/01/1981,0,United Kingdom
01/01/1981,,Azerbaijan
01/01/1981,,Belarus
01/01/1981,,Kazakhstan
01/01/1981,,Russian Federation
01/01/1981,,Turkmenistan
01/01/1981,0,USSR
01/01/1981,,Uzbekistan
01/01/1981,0,Iran
01/01/1981,0,Iraq
01/01/1981,0,Israel
01/01/1981,0,Kuwait
01/01/1981,0,Oman
01/01/1981,0,Qatar
01/01/1981,0,Saudi Arabia
01/01/1981,0,United Arab Emirates
01/01/1981,0,Algeria
01/01/1981,0,Egypt
01/01/1981,0,Morocco
01/01/1981,0,South Africa
01/01/1981,0,Eastern Africa
01/01/1981,0,Australia
01/01/1981,0,Bangladesh
01/01/1981,0,China
01/01/1981,0,China Hong Kong SAR
01/01/1981,0,India
01/01/1981,0,Indonesia
01/01/1981,0,Japan
01/01/1981,0,Malaysia
01/01/1981,0,New Zealand
01/01/1981,0,Pakistan
01/01/1981,0,Philippines
01/01/1981,0,Singapore
01/01/1981,0,South Korea
01/01/1981,0,Sri Lanka
01/01/1981,0,Taiwan
01/01/1981,0,Thailand
01/01/1981,0,Vietnam
01/01/1982,0,Canada
01/01/1982,0,Mexico
01/01/1982,0,US
01/01/1982,0,Argentina
01/01/1982,0,Brazil
01/01/1982,0,Chile
01/01/1982,0,Colombia
01/01/1982,0,Ecuador
01/01/1982,0,Peru
01/01/1982,0,Trinidad & Tobago
01/01/1982,0,Venezuela
01/01/1982,0,Austria
01/01/1982,0,Belgium
01/01/1982,0,Bulgaria
01/01/1982,,Croatia
01/01/1982,0,Cyprus
01/01/1982,0,Czech Republic
01/01/1982,0,Denmark
01/01/1982,,Estonia
01/01/1982,0,Finland
01/01/1982,0,France
01/01/1982,0,Germany
01/01/1982,0,Greece
01/01/1982,0,Hungary
01/01/1982,0,Iceland
01/01/1982,0,Ireland
01/01/1982,0,Italy
01/01/1982,,Latvia
01/01/1982,,Lithuania
01/01/1982,0,Luxembourg
01/01/1982,0,Netherlands
01/01/1982,,North Macedonia
01/01/1982,0,Norway
01/01/1982,0,Poland
01/01/1982,0,Portugal
01/01/1982,0,Romania
01/01/1982,0,Slovakia
01/01/1982,,Slovenia
01/01/1982,0,Spain
01/01/1982,0,Sweden
01/01/1982,0,Switzerland
01/01/1982,0,Turkey
01/01/1982,0,Ukraine
01/01/1982,0,United Kingdom
01/01/1982,,Azerbaijan
01/01/1982,,Belarus
01/01/1982,,Kazakhstan
01/01/1982,,Russian Federation
01/01/1982,,Turkmenistan
01/01/1982,0,USSR
01/01/1982,,Uzbekistan
01/01/1982,0,Iran
01/01/1982,0,Iraq
01/01/1982,0,Israel
01/01/1982,0,Kuwait
01/01/1982,0,Oman
01/01/1982,0,Qatar
01/01/1982,0,Saudi Arabia
01/01/1982,0,United Arab Emirates
01/01/1982,0,Algeria
01/01/1982,0,Egypt
01/01/1982,0,Morocco
01/01/1982,0,South Africa
01/01/1982,0,Eastern Africa
01/01/1982,0,Australia
01/01/1982,0,Bangladesh
01/01/1982,0,China
01/01/1982,0,China Hong Kong SAR
01/01/1982,0,India
01/01/1982,0,Indonesia
01/01/1982,0,Japan
01/01/1982,0,Malaysia
01/01/1982,0,New Zealand
01/01/1982,0,Pakistan
01/01/1982,0,Philippines
01/01/1982,0,Singapore
01/01/1982,0,South Korea
01/01/1982,0,Sri Lanka
01/01/1982,0,Taiwan
01/01/1982,0,Thailand
01/01/1982,0,Vietnam
01/01/1983,0,Canada
01/01/1983,0,Mexico
01/01/1983,0.000678825,US
01/01/1983,0,Argentina
01/01/1983,0,Brazil
01/01/1983,0,Chile
01/01/1983,0,Colombia
01/01/1983,0,Ecuador
01/01/1983,0,Peru
01/01/1983,0,Trinidad & Tobago
01/01/1983,0,Venezuela
01/01/1983,0,Austria
01/01/1983,0,Belgium
01/01/1983,0,Bulgaria
01/01/1983,,Croatia
01/01/1983,0,Cyprus
01/01/1983,0,Czech Republic
01/01/1983,0,Denmark
01/01/1983,,Estonia
01/01/1983,0,Finland
01/01/1983,0,France
01/01/1983,0,Germany
01/01/1983,0,Greece
01/01/1983,0,Hungary
01/01/1983,0,Iceland
01/01/1983,0,Ireland
01/01/1983,0,Italy
01/01/1983,,Latvia
01/01/1983,,Lithuania
01/01/1983,0,Luxembourg
01/01/1983,0,Netherlands
01/01/1983,,North Macedonia
01/01/1983,0,Norway
01/01/1983,0,Poland
01/01/1983,0,Portugal
01/01/1983,0,Romania
01/01/1983,0,Slovakia
01/01/1983,,Slovenia
01/01/1983,0,Spain
01/01/1983,0,Sweden
01/01/1983,0,Switzerland
01/01/1983,0,Turkey
01/01/1983,0,Ukraine
01/01/1983,0,United Kingdom
01/01/1983,,Azerbaijan
01/01/1983,,Belarus
01/01/1983,,Kazakhstan
01/01/1983,,Russian Federation
01/01/1983,,Turkmenistan
01/01/1983,0,USSR
01/01/1983,,Uzbekistan
01/01/1983,0,Iran
01/01/1983,0,Iraq
01/01/1983,0,Israel
01/01/1983,0,Kuwait
01/01/1983,0,Oman
01/01/1983,0,Qatar
01/01/1983,0,Saudi Arabia
01/01/1983,0,United Arab Emirates
01/01/1983,0,Algeria
01/01/1983,0,Egypt
01/01/1983,0,Morocco
01/01/1983,0,South Africa
01/01/1983,0,Eastern Africa
01/01/1983,0,Australia
01/01/1983,0,Bangladesh
01/01/1983,0,China
01/01/1983,0,China Hong Kong SAR
01/01/1983,0,India
01/01/1983,0,Indonesia
01/01/1983,0,Japan
01/01/1983,0,Malaysia
01/01/1983,0,New Zealand
01/01/1983,0,Pakistan
01/01/1983,0,Philippines
01/01/1983,0,Singapore
01/01/1983,0,South Korea
01/01/1983,0,Sri Lanka
01/01/1983,0,Taiwan
01/01/1983,0,Thailand
01/01/1983,0,Vietnam
01/01/1984,0,Canada
01/01/1984,0,Mexico
01/01/1984,0.001199486,US
01/01/1984,0,Argentina
01/01/1984,0,Brazil
01/01/1984,0,Chile
01/01/1984,0,Colombia
01/01/1984,0,Ecuador
01/01/1984,0,Peru
01/01/1984,0,Trinidad & Tobago
01/01/1984,0,Venezuela
01/01/1984,0,Austria
01/01/1984,0,Belgium
01/01/1984,0,Bulgaria
01/01/1984,,Croatia
01/01/1984,0,Cyprus
01/01/1984,0,Czech Republic
01/01/1984,0,Denmark
01/01/1984,,Estonia
01/01/1984,0,Finland
01/01/1984,0,France
01/01/1984,0,Germany
01/01/1984,0,Greece
01/01/1984,0,Hungary
01/01/1984,0,Iceland
01/01/1984,0,Ireland
01/01/1984,0,Italy
01/01/1984,,Latvia
01/01/1984,,Lithuania
01/01/1984,0,Luxembourg
01/01/1984,0,Netherlands
01/01/1984,,North Macedonia
01/01/1984,0,Norway
01/01/1984,0,Poland
01/01/1984,0,Portugal
01/01/1984,0,Romania
01/01/1984,0,Slovakia
01/01/1984,,Slovenia
01/01/1984,0,Spain
01/01/1984,0,Sweden
01/01/1984,0,Switzerland
01/01/1984,0,Turkey
01/01/1984,0,Ukraine
01/01/1984,0.000228561,United Kingdom
01/01/1984,,Azerbaijan
01/01/1984,,Belarus
01/01/1984,,Kazakhstan
01/01/1984,,Russian Federation
01/01/1984,,Turkmenistan
01/01/1984,0,USSR
01/01/1984,,Uzbekistan
01/01/1984,0,Iran
01/01/1984,0,Iraq
01/01/1984,0,Israel
01/01/1984,0,Kuwait
01/01/1984,0,Oman
01/01/1984,0,Qatar
01/01/1984,0,Saudi Arabia
01/01/1984,0,United Arab Emirates
01/01/1984,0,Algeria
01/01/1984,0,Egypt
01/01/1984,0,Morocco
01/01/1984,0,South Africa
01/01/1984,0,Eastern Africa
01/01/1984,0,Australia
01/01/1984,0,Bangladesh
01/01/1984,0,China
01/01/1984,0,China Hong Kong SAR
01/01/1984,0,India
01/01/1984,0,Indonesia
01/01/1984,0,Japan
01/01/1984,0,Malaysia
01/01/1984,0,New Zealand
01/01/1984,0,Pakistan
01/01/1984,0,Philippines
01/01/1984,0,Singapore
01/01/1984,0,South Korea
01/01/1984,0,Sri Lanka
01/01/1984,0,Taiwan
01/01/1984,0,Thailand
01/01/1984,0,Vietnam
01/01/1985,0,Canada
01/01/1985,0,Mexico
01/01/1985,0.0024296,US
01/01/1985,0,Argentina
01/01/1985,0,Brazil
01/01/1985,0,Chile
01/01/1985,0,Colombia
01/01/1985,0,Ecuador
01/01/1985,0,Peru
01/01/1985,0,Trinidad & Tobago
01/01/1985,0,Venezuela
01/01/1985,0,Austria
01/01/1985,0,Belgium
01/01/1985,0,Bulgaria
01/01/1985,,Croatia
01/01/1985,0,Cyprus
01/01/1985,0,Czech Republic
01/01/1985,0,Denmark
01/01/1985,0,Estonia
01/01/1985,0,Finland
01/01/1985,0,France
01/01/1985,0,Germany
01/01/1985,0,Greece
01/01/1985,0,Hungary
01/01/1985,0,Iceland
01/01/1985,0,Ireland
01/01/1985,0,Italy
01/01/1985,0,Latvia
01/01/1985,0,Lithuania
01/01/1985,0,Luxembourg
01/01/1985,0,Netherlands
01/01/1985,,North Macedonia
01/01/1985,0,Norway
01/01/1985,0,Poland
01/01/1985,0,Portugal
01/01/1985,0,Romania
01/01/1985,0,Slovakia
01/01/1985,,Slovenia
01/01/1985,0,Spain
01/01/1985,0,Sweden
01/01/1985,0,Switzerland
01/01/1985,0,Turkey
01/01/1985,0,Ukraine
01/01/1985,0.000228561,United Kingdom
01/01/1985,0,Azerbaijan
01/01/1985,0,Belarus
01/01/1985,0,Kazakhstan
01/01/1985,0,Russian Federation
01/01/1985,0,Turkmenistan
01/01/1985,,USSR
01/01/1985,0,Uzbekistan
01/01/1985,0,Iran
01/01/1985,0,Iraq
01/01/1985,0,Israel
01/01/1985,0,Kuwait
01/01/1985,0,Oman
01/01/1985,0,Qatar
01/01/1985,0,Saudi Arabia
01/01/1985,0,United Arab Emirates
01/01/1985,0,Algeria
01/01/1985,0,Egypt
01/01/1985,0,Morocco
01/01/1985,0,South Africa
01/01/1985,0,Eastern Africa
01/01/1985,0,Australia
01/01/1985,0,Bangladesh
01/01/1985,0,China
01/01/1985,0,China Hong Kong SAR
01/01/1985,0,India
01/01/1985,0,Indonesia
01/01/1985,0,Japan
01/01/1985,0,Malaysia
01/01/1985,0,New Zealand
01/01/1985,0,Pakistan
01/01/1985,0,Philippines
01/01/1985,0,Singapore
01/01/1985,0,South Korea
01/01/1985,0,Sri Lanka
01/01/1985,0,Taiwan
01/01/1985,0,Thailand
01/01/1985,0,Vietnam
01/01/1986,0,Canada
01/01/1986,0,Mexico
01/01/1986,0.003207163,US
01/01/1986,0,Argentina
01/01/1986,0,Brazil
01/01/1986,0,Chile
01/01/1986,0,Colombia
01/01/1986,0,Ecuador
01/01/1986,0,Peru
01/01/1986,0,Trinidad & Tobago
01/01/1986,0,Venezuela
01/01/1986,0,Austria
01/01/1986,0,Belgium
01/01/1986,0,Bulgaria
01/01/1986,,Croatia
01/01/1986,0,Cyprus
01/01/1986,0,Czech Republic
01/01/1986,0,Denmark
01/01/1986,0,Estonia
01/01/1986,0,Finland
01/01/1986,0,France
01/01/1986,0,Germany
01/01/1986,0,Greece
01/01/1986,0,Hungary
01/01/1986,0,Iceland
01/01/1986,0,Ireland
01/01/1986,0,Italy
01/01/1986,0,Latvia
01/01/1986,0,Lithuania
01/01/1986,0,Luxembourg
01/01/1986,0,Netherlands
01/01/1986,,North Macedonia
01/01/1986,0,Norway
01/01/1986,0,Poland
01/01/1986,0,Portugal
01/01/1986,0,Romania
01/01/1986,0,Slovakia
01/01/1986,,Slovenia
01/01/1986,0,Spain
01/01/1986,0,Sweden
01/01/1986,0,Switzerland
01/01/1986,0,Turkey
01/01/1986,0,Ukraine
01/01/1986,0.000228561,United Kingdom
01/01/1986,0,Azerbaijan
01/01/1986,0,Belarus
01/01/1986,0,Kazakhstan
01/01/1986,0,Russian Federation
01/01/1986,0,Turkmenistan
01/01/1986,,USSR
01/01/1986,0,Uzbekistan
01/01/1986,0,Iran
01/01/1986,0,Iraq
01/01/1986,0,Israel
01/01/1986,0,Kuwait
01/01/1986,0,Oman
01/01/1986,0,Qatar
01/01/1986,0,Saudi Arabia
01/01/1986,0,United Arab Emirates
01/01/1986,0,Algeria
01/01/1986,0,Egypt
01/01/1986,0,Morocco
01/01/1986,0,South Africa
01/01/1986,0,Eastern Africa
01/01/1986,0,Australia
01/01/1986,0,Bangladesh
01/01/1986,0,China
01/01/1986,0,China Hong Kong SAR
01/01/1986,0,India
01/01/1986,0,Indonesia
01/01/1986,0,Japan
01/01/1986,0,Malaysia
01/01/1986,0,New Zealand
01/01/1986,0,Pakistan
01/01/1986,0,Philippines
01/01/1986,0,Singapore
01/01/1986,0,South Korea
01/01/1986,0,Sri Lanka
01/01/1986,0,Taiwan
01/01/1986,0,Thailand
01/01/1986,0,Vietnam
01/01/1987,0,Canada
01/01/1987,0,Mexico
01/01/1987,0.002399201,US
01/01/1987,0,Argentina
01/01/1987,0,Brazil
01/01/1987,0,Chile
01/01/1987,0,Colombia
01/01/1987,0,Ecuador
01/01/1987,0,Peru
01/01/1987,0,Trinidad & Tobago
01/01/1987,0,Venezuela
01/01/1987,0,Austria
01/01/1987,0,Belgium
01/01/1987,0,Bulgaria
01/01/1987,,Croatia
01/01/1987,0,Cyprus
01/01/1987,0,Czech Republic
01/01/1987,0,Denmark
01/01/1987,0,Estonia
01/01/1987,0,Finland
01/01/1987,0,France
01/01/1987,0,Germany
01/01/1987,0,Greece
01/01/1987,0,Hungary
01/01/1987,0,Iceland
01/01/1987,0,Ireland
01/01/1987,0,Italy
01/01/1987,0,Latvia
01/01/1987,0,Lithuania
01/01/1987,0,Luxembourg
01/01/1987,0,Netherlands
01/01/1987,,North Macedonia
01/01/1987,0,Norway
01/01/1987,0,Poland
01/01/1987,0,Portugal
01/01/1987,0,Romania
01/01/1987,0,Slovakia
01/01/1987,,Slovenia
01/01/1987,0,Spain
01/01/1987,0,Sweden
01/01/1987,0,Switzerland
01/01/1987,0,Turkey
01/01/1987,0,Ukraine
01/01/1987,0,United Kingdom
01/01/1987,0,Azerbaijan
01/01/1987,0,Belarus
01/01/1987,0,Kazakhstan
01/01/1987,0,Russian Federation
01/01/1987,0,Turkmenistan
01/01/1987,,USSR
01/01/1987,0,Uzbekistan
01/01/1987,0,Iran
01/01/1987,0,Iraq
01/01/1987,0,Israel
01/01/1987,0,Kuwait
01/01/1987,0,Oman
01/01/1987,0,Qatar
01/01/1987,0,Saudi Arabia
01/01/1987,0,United Arab Emirates
01/01/1987,0,Algeria
01/01/1987,0,Egypt
01/01/1987,0,Morocco
01/01/1987,0,South Africa
01/01/1987,0,Eastern Africa
01/01/1987,0,Australia
01/01/1987,0,Bangladesh
01/01/1987,0,China
01/01/1987,0,China Hong Kong SAR
01/01/1987,0,India
01/01/1987,0,Indonesia
01/01/1987,0,Japan
01/01/1987,0,Malaysia
01/01/1987,0,New Zealand
01/01/1987,0,Pakistan
01/01/1987,0,Philippines
01/01/1987,0,Singapore
01/01/1987,0,South Korea
01/01/1987,0,Sri Lanka
01/01/1987,0,Taiwan
01/01/1987,0,Thailand
01/01/1987,0,Vietnam
01/01/1988,0,Canada
01/01/1988,0,Mexico
01/01/1988,0.002078531,US
01/01/1988,0,Argentina
01/01/1988,0,Brazil
01/01/1988,0,Chile
01/01/1988,0,Colombia
01/01/1988,0,Ecuador
01/01/1988,0,Peru
01/01/1988,0,Trinidad & Tobago
01/01/1988,0,Venezuela
01/01/1988,0,Austria
01/01/1988,0,Belgium
01/01/1988,0,Bulgaria
01/01/1988,,Croatia
01/01/1988,0,Cyprus
01/01/1988,0,Czech Republic
01/01/1988,0,Denmark
01/01/1988,0,Estonia
01/01/1988,0,Finland
01/01/1988,0,France
01/01/1988,0,Germany
01/01/1988,0,Greece
01/01/1988,0,Hungary
01/01/1988,0,Iceland
01/01/1988,0,Ireland
01/01/1988,0,Italy
01/01/1988,0,Latvia
01/01/1988,0,Lithuania
01/01/1988,0,Luxembourg
01/01/1988,0,Netherlands
01/01/1988,,North Macedonia
01/01/1988,0,Norway
01/01/1988,0,Poland
01/01/1988,0,Portugal
01/01/1988,0,Romania
01/01/1988,0,Slovakia
01/01/1988,,Slovenia
01/01/1988,0,Spain
01/01/1988,0,Sweden
01/01/1988,0,Switzerland
01/01/1988,0,Turkey
01/01/1988,0,Ukraine
01/01/1988,0.000228561,United Kingdom
01/01/1988,0,Azerbaijan
01/01/1988,0,Belarus
01/01/1988,0,Kazakhstan
01/01/1988,0,Russian Federation
01/01/1988,0,Turkmenistan
01/01/1988,,USSR
01/01/1988,0,Uzbekistan
01/01/1988,0,Iran
01/01/1988,0,Iraq
01/01/1988,0,Israel
01/01/1988,0,Kuwait
01/01/1988,0,Oman
01/01/1988,0,Qatar
01/01/1988,0,Saudi Arabia
01/01/1988,0,United Arab Emirates
01/01/1988,0,Algeria
01/01/1988,0,Egypt
01/01/1988,0,Morocco
01/01/1988,0,South Africa
01/01/1988,0,Eastern Africa
01/01/1988,0,Australia
01/01/1988,0,Bangladesh
01/01/1988,0,China
01/01/1988,0,China Hong Kong SAR
01/01/1988,0,India
01/01/1988,0,Indonesia
01/01/1988,0,Japan
01/01/1988,0,Malaysia
01/01/1988,0,New Zealand
01/01/1988,0,Pakistan
01/01/1988,0,Philippines
01/01/1988,0,Singapore
01/01/1988,0,South Korea
01/01/1988,0,Sri Lanka
01/01/1988,0,Taiwan
01/01/1988,0,Thailand
01/01/1988,0,Vietnam
01/01/1989,0,Canada
01/01/1989,0,Mexico
01/01/1989,0.057277532,US
01/01/1989,0,Argentina
01/01/1989,0,Brazil
01/01/1989,0,Chile
01/01/1989,0,Colombia
01/01/1989,0,Ecuador
01/01/1989,0,Peru
01/01/1989,0,Trinidad & Tobago
01/01/1989,0,Venezuela
01/01/1989,0,Austria
01/01/1989,0,Belgium
01/01/1989,0,Bulgaria
01/01/1989,,Croatia
01/01/1989,0,Cyprus
01/01/1989,0,Czech Republic
01/01/1989,0,Denmark
01/01/1989,0,Estonia
01/01/1989,0,Finland
01/01/1989,0,France
01/01/1989,0,Germany
01/01/1989,0,Greece
01/01/1989,0,Hungary
01/01/1989,0,Iceland
01/01/1989,0,Ireland
01/01/1989,0.000457121,Italy
01/01/1989,0,Latvia
01/01/1989,0,Lithuania
01/01/1989,0,Luxembourg
01/01/1989,0,Netherlands
01/01/1989,,North Macedonia
01/01/1989,0,Norway
01/01/1989,0,Poland
01/01/1989,0.000228561,Portugal
01/01/1989,0,Romania
01/01/1989,0,Slovakia
01/01/1989,,Slovenia
01/01/1989,0.001371364,Spain
01/01/1989,0,Sweden
01/01/1989,0,Switzerland
01/01/1989,0,Turkey
01/01/1989,0,Ukraine
01/01/1989,0,United Kingdom
01/01/1989,0,Azerbaijan
01/01/1989,0,Belarus
01/01/1989,0,Kazakhstan
01/01/1989,0,Russian Federation
01/01/1989,0,Turkmenistan
01/01/1989,,USSR
01/01/1989,0,Uzbekistan
01/01/1989,0,Iran
01/01/1989,0,Iraq
01/01/1989,0,Israel
01/01/1989,0,Kuwait
01/01/1989,0,Oman
01/01/1989,0,Qatar
01/01/1989,0,Saudi Arabia
01/01/1989,0,United Arab Emirates
01/01/1989,0,Algeria
01/01/1989,0,Egypt
01/01/1989,0,Morocco
01/01/1989,0,South Africa
01/01/1989,0,Eastern Africa
01/01/1989,0,Australia
01/01/1989,0,Bangladesh
01/01/1989,0,China
01/01/1989,0,China Hong Kong SAR
01/01/1989,0,India
01/01/1989,0,Indonesia
01/01/1989,0,Japan
01/01/1989,0,Malaysia
