Number of Records,Year_Hydro,Value_Hydro,Countries
1,01/01/2002,0.563877449,Czech Republic
1,01/01/2002,0.007195547,Denmark
1,01/01/2002,0.00135765,Estonia
1,01/01/2002,2.428022818,Finland
1,01/01/2002,13.666334797,France
1,01/01/2002,5.3540639,Germany
1,01/01/2002,0.633570168,Greece
1,01/01/2002,0.043897362,Hungary
1,01/01/2002,1.577291488,Iceland
1,01/01/2002,0.206362855,Ireland
1,01/01/2002,8.942164095,Italy
1,01/01/2002,0.557541748,Latvia
1,01/01/2002,0.079920351,Lithuania
1,01/01/2002,0.022566638,Luxembourg
1,01/01/2002,0.024807892,Netherlands
1,01/01/2002,0.17129022,North Macedonia
1,01/01/2002,29.273657058,Norway
1,01/01/2002,0.515680862,Poland
1,01/01/2002,1.764945468,Portugal
1,01/01/2002,3.630809612,Romania
1,01/01/2002,1.192017016,Slovakia
1,01/01/2002,0.749649274,Slovenia
1,01/01/2002,5.186224374,Spain
1,01/01/2002,15.015160429,Sweden
1,01/01/2002,7.958505268,Switzerland
1,01/01/2002,7.621803865,Turkey
1,01/01/2002,2.178350002,Ukraine
1,01/01/2002,1.083288341,United Kingdom
1,01/01/2002,0.457075621,Azerbaijan
1,01/01/2002,0.006561977,Belarus
1,01/01/2002,2.011481853,Kazakhstan
1,01/01/2002,36.695931574,Russian Federation
1,01/01/2002,0.000678825,Turkmenistan
1,01/01/2002,,USSR
1,01/01/2002,1.399737521,Uzbekistan
1,01/01/2002,1.81291578,Iran
1,01/01/2002,1.031823324,Iraq
1,01/01/2002,0.004751776,Israel
1,01/01/2002,0,Kuwait
1,01/01/2002,0,Oman
1,01/01/2002,0,Qatar
1,01/01/2002,0,Saudi Arabia
1,01/01/2002,0,United Arab Emirates
1,01/01/2002,0.012897678,Algeria
1,01/01/2002,3.166606327,Egypt
1,01/01/2002,0.1905236,Morocco
1,01/01/2002,0.471557232,South Africa
1,01/01/2002,8.598093204,Eastern Africa
1,01/01/2002,3.64189709,Australia
1,01/01/2002,0.16948002,Bangladesh
1,01/01/2002,65.160429018,China
1,01/01/2002,0,China Hong Kong SAR
1,01/01/2002,15.51,India
1,01/01/2002,2.247590171,Indonesia
1,01/01/2002,18.64008689,Japan
1,01/01/2002,1.22527945,Malaysia
1,01/01/2002,5.628145346,New Zealand
1,01/01/2002,4.62,Pakistan
1,01/01/2002,1.591386387,Philippines
1,01/01/2002,0,Singapore
1,01/01/2002,0.731496991,South Korea
1,01/01/2002,0.611035815,Sri Lanka
1,01/01/2002,0.628796011,Taiwan
1,01/01/2002,1.66695479,Thailand
1,01/01/2002,4.117753541,Vietnam
1,01/01/2003,76.059954891,Canada
1,01/01/2003,4.492058877,Mexico
1,01/01/2003,61.087696899,US
1,01/01/2003,8.842847628,Argentina
1,01/01/2003,69.153278726,Brazil
1,01/01/2003,5.11449518,Chile
1,01/01/2003,8.185808028,Colombia
1,01/01/2003,1.624749267,Ecuador
1,01/01/2003,4.193714079,Peru
1,01/01/2003,0,Trinidad & Tobago
1,01/01/2003,13.69688193,Venezuela
1,01/01/2003,7.515724316,Austria
1,01/01/2003,0.05588994,Belgium
1,01/01/2003,0.685387157,Bulgaria
1,01/01/2003,1.235009277,Croatia
1,01/01/2003,0,Cyprus
1,01/01/2003,0.312938408,Czech Republic
1,01/01/2003,0.004797031,Denmark
1,01/01/2003,0.002941576,Estonia
1,01/01/2003,2.161041103,Finland
1,01/01/2003,13.337330859,France
1,01/01/2003,4.010046613,Germany
1,01/01/2003,1.078426936,Greece
1,01/01/2003,0.038693035,Hungary
1,01/01/2003,1.602554044,Iceland
1,01/01/2003,0.135312486,Ireland
1,01/01/2003,8.297506449,Italy
1,01/01/2003,0.512739286,Latvia
1,01/01/2003,0.073562022,Lithuania
1,01/01/2003,0.017970765,Luxembourg
1,01/01/2003,0.016297009,Netherlands
1,01/01/2003,0.310901932,North Macedonia
1,01/01/2003,23.867493325,Norway
1,01/01/2003,0.378105625,Poland
1,01/01/2003,3.557722768,Portugal
1,01/01/2003,3.00018102,Romania
1,01/01/2003,0.743992397,Slovakia
1,01/01/2003,0.669095352,Slovenia
1,01/01/2003,9.289496312,Spain
1,01/01/2003,12.11476671,Sweden
1,01/01/2003,7.866934723,Switzerland
1,01/01/2003,7.994184731,Turkey
1,01/01/2003,2.090329004,Ukraine
1,01/01/2003,0.730348114,United Kingdom
1,01/01/2003,0.558899398,Azerbaijan
1,01/01/2003,0.006335702,Belarus
1,01/01/2003,1.951518396,Kazakhstan
1,01/01/2003,35.224238584,Russian Federation
1,01/01/2003,0.000678825,Turkmenistan
1,01/01/2003,,USSR
1,01/01/2003,1.618969216,Uzbekistan
1,01/01/2003,2.169525275,Iran
1,01/01/2003,1.076141558,Iraq
1,01/01/2003,0.007014527,Israel
1,01/01/2003,0,Kuwait
1,01/01/2003,0,Oman
1,01/01/2003,0,Qatar
1,01/01/2003,0,Saudi Arabia
1,01/01/2003,0,United Arab Emirates
1,01/01/2003,0.059962891,Algeria
1,01/01/2003,2.927773001,Egypt
1,01/01/2003,0.326223404,Morocco
1,01/01/2003,0.187222722,South Africa
1,01/01/2003,8.684184655,Eastern Africa
1,01/01/2003,3.668043173,Australia
1,01/01/2003,0.16948002,Bangladesh
1,01/01/2003,64.18970901,China
1,01/01/2003,0,China Hong Kong SAR
1,01/01/2003,15.68,India
1,01/01/2003,2.058876771,Indonesia
1,01/01/2003,21.141331402,Japan
1,01/01/2003,1.151740055,Malaysia
1,01/01/2003,5.345249744,New Zealand
1,01/01/2003,5.565800787,Pakistan
1,01/01/2003,1.780743992,Philippines
1,01/01/2003,0,Singapore
1,01/01/2003,1.105484119,South Korea
1,01/01/2003,0.750948472,Sri Lanka
1,01/01/2003,0.686635387,Taiwan
1,01/01/2003,1.630935195,Thailand
1,01/01/2003,4.296058288,Vietnam
1,01/01/2004,76.571109337,Canada
1,01/01/2004,5.696789974,Mexico
1,01/01/2004,59.409567915,US
1,01/01/2004,8.010788521,Argentina
1,01/01/2004,72.58833933,Brazil
1,01/01/2004,4.74483829,Chile
1,01/01/2004,8.673136172,Colombia
1,01/01/2004,1.677082667,Ecuador
1,01/01/2004,3.965538308,Peru
1,01/01/2004,0,Trinidad & Tobago
1,01/01/2004,15.856224827,Venezuela
1,01/01/2004,8.31838779,Austria
1,01/01/2004,0.071729194,Belgium
1,01/01/2004,0.71683939,Bulgaria
1,01/01/2004,1.725799882,Croatia
1,01/01/2004,0,Cyprus
1,01/01/2004,0.456871974,Czech Republic
1,01/01/2004,0.005996289,Denmark
1,01/01/2004,0.004978051,Estonia
1,01/01/2004,3.397531453,Finland
1,01/01/2004,13.475811196,France
1,01/01/2004,4.547223605,Germany
1,01/01/2004,1.05715708,Greece
1,01/01/2004,0.046386387,Hungary
1,01/01/2004,1.613769561,Iceland
1,01/01/2004,0.142553288,Ireland
1,01/01/2004,9.580033489,Italy
1,01/01/2004,0.703489161,Latvia
1,01/01/2004,0.095148663,Lithuania
1,01/01/2004,0.02354573,Luxembourg
1,01/01/2004,0.021661764,Netherlands
1,01/01/2004,0.335339639,North Macedonia
1,01/01/2004,24.614427298,Norway
1,01/01/2004,0.471104675,Poland
1,01/01/2004,2.233108567,Portugal
1,01/01/2004,3.736480065,Romania
1,01/01/2004,0.903516314,Slovakia
1,01/01/2004,0.926596371,Slovenia
1,01/01/2004,7.167488799,Spain
1,01/01/2004,13.709553333,Sweden
1,01/01/2004,7.637171827,Switzerland
1,01/01/2004,10.427591981,Turkey
1,01/01/2004,2.65941078,Ukraine
1,01/01/2004,1.096180559,United Kingdom
1,01/01/2004,0.62338779,Azerbaijan
1,01/01/2004,0.007467077,Belarus
1,01/01/2004,1.823022582,Kazakhstan
1,01/01/2004,39.751323709,Russian Federation
1,01/01/2004,0.000678825,Turkmenistan
1,01/01/2004,,USSR
1,01/01/2004,1.469298415,Uzbekistan
1,01/01/2004,2.700140291,Iran
1,01/01/2004,1.301064172,Iraq
1,01/01/2004,0.006335702,Israel
1,01/01/2004,0,Kuwait
1,01/01/2004,0,Oman
1,01/01/2004,0,Qatar
1,01/01/2004,0,Saudi Arabia
1,01/01/2004,0,United Arab Emirates
1,01/01/2004,0.05679504,Algeria
1,01/01/2004,2.903448432,Egypt
1,01/01/2004,0.360071503,Morocco
1,01/01/2004,0.214947512,South Africa
1,01/01/2004,8.81381436,Eastern Africa
1,01/01/2004,3.549497669,Australia
1,01/01/2004,0.16948002,Bangladesh
1,01/01/2004,79.9981898,China
1,01/01/2004,0,China Hong Kong SAR
1,01/01/2004,18.971,India
1,01/01/2004,2.18898493,Indonesia
1,01/01/2004,21.050595103,Japan
1,01/01/2004,1.261030909,Malaysia
1,01/01/2004,6.163752276,New Zealand
1,01/01/2004,5.932026972,Pakistan
1,01/01/2004,1.944309409,Philippines
1,01/01/2004,0,Singapore
1,01/01/2004,0.975489704,South Korea
1,01/01/2004,0.671861039,Sri Lanka
1,01/01/2004,0.726313341,Taiwan
1,01/01/2004,1.334184278,Thailand
1,01/01/2004,4.031769018,Vietnam
1,01/01/2005,81.901558921,Canada
1,01/01/2005,6.269956455,Mexico
1,01/01/2005,60.28595385,US
1,01/01/2005,8.90394418,Argentina
1,01/01/2005,76.35802913,Brazil
1,01/01/2005,5.787097796,Chile
1,01/01/2005,8.874708784,Colombia
1,01/01/2005,1.557369637,Ecuador
1,01/01/2005,4.067746753,Peru
1,01/01/2005,0,Trinidad & Tobago
1,01/01/2005,17.443202697,Venezuela
1,01/01/2005,8.393704652,Austria
1,01/01/2005,0.065167217,Belgium
1,01/01/2005,0.981354935,Bulgaria
1,01/01/2005,1.592071322,Croatia
1,01/01/2005,0,Cyprus
1,01/01/2005,0.538514278,Czech Republic
1,01/01/2005,0.005091189,Denmark
1,01/01/2005,0.004978051,Estonia
1,01/01/2005,3.069112631,Finland
1,01/01/2005,11.648640087,France
1,01/01/2005,4.443815903,Germany
1,01/01/2005,1.135221976,Greece
1,01/01/2005,0.045707562,Hungary
1,01/01/2005,1.587384273,Iceland
1,01/01/2005,0.142838394,Ireland
1,01/01/2005,8.161062588,Italy
1,01/01/2005,0.752590849,Latvia
1,01/01/2005,0.10198217,Lithuania
1,01/01/2005,0.021029778,Luxembourg
1,01/01/2005,0.019912205,Netherlands
1,01/01/2005,0.337602389,North Macedonia
1,01/01/2005,30.702810336,Norway
1,01/01/2005,0.498031407,Poland
1,01/01/2005,1.070507309,Portugal
1,01/01/2005,4.572340137,Romania
1,01/01/2005,1.022763271,Slovakia
1,01/01/2005,0.783137983,Slovenia
1,01/01/2005,4.043987872,Spain
1,01/01/2005,16.448386659,Sweden
1,01/01/2005,7.066547267,Switzerland
1,01/01/2005,8.95155451,Turkey
1,01/01/2005,2.797438566,Ukraine
1,01/01/2005,1.11392952,United Kingdom
1,01/01/2005,0.680952165,Azerbaijan
1,01/01/2005,0.008145902,Belarus
1,01/01/2005,1.777610015,Kazakhstan
1,01/01/2005,39.057564375,Russian Federation
1,01/01/2005,0.000678825,Turkmenistan
1,01/01/2005,,USSR
1,01/01/2005,1.55577774,Uzbekistan
1,01/01/2005,3.269222066,Iran
1,01/01/2005,1.107349188,Iraq
1,01/01/2005,0.006335702,Israel
1,01/01/2005,0,Kuwait
1,01/01/2005,0,Oman
1,01/01/2005,0,Qatar
1,01/01/2005,0,Saudi Arabia
1,01/01/2005,0,United Arab Emirates
1,01/01/2005,0.125650541,Algeria
1,01/01/2005,2.861021858,Egypt
1,01/01/2005,0.21828755,Morocco
1,01/01/2005,0.301384846,South Africa
1,01/01/2005,9.110653251,Eastern Africa
1,01/01/2005,3.499502195,Australia
1,01/01/2005,0.16948002,Bangladesh
1,01/01/2005,89.835045481,China
1,01/01/2005,0,China Hong Kong SAR
1,01/01/2005,22.043716342,India
1,01/01/2005,2.426800018,Indonesia
1,01/01/2005,17.447277721,Japan
1,01/01/2005,1.359234285,Malaysia
1,01/01/2005,5.278443731,New Zealand
1,01/01/2005,6.946418066,Pakistan
1,01/01/2005,1.897717563,Philippines
1,01/01/2005,0,Singapore
1,01/01/2005,0.831176086,South Korea
1,01/01/2005,0.782805746,Sri Lanka
1,01/01/2005,0.90196915,Taiwan
1,01/01/2005,1.283246821,Thailand
1,01/01/2005,3.741458116,Vietnam
1,01/01/2006,79.849591768,Canada
1,01/01/2006,6.889277893,Mexico
1,01/01/2006,64.611488922,US
1,01/01/2006,9.871023216,Argentina
1,01/01/2006,78.925976377,Brazil
1,01/01/2006,6.384362149,Chile
1,01/01/2006,9.629789511,Colombia
1,01/01/2006,1.6132265,Ecuador
1,01/01/2006,4.433701407,Peru
1,01/01/2006,0,Trinidad & Tobago
1,01/01/2006,18.42180839,Venezuela
1,01/01/2006,8.068082719,Austria
1,01/01/2006,0.081232747,Belgium
1,01/01/2006,0.958953704,Bulgaria
1,01/01/2006,1.497262072,Croatia
1,01/01/2006,0,Cyprus
1,01/01/2006,0.577166584,Czech Republic
1,01/01/2006,0.005294836,Denmark
1,01/01/2006,0.003167851,Estonia
1,01/01/2006,2.585706822,Finland
1,01/01/2006,12.739964701,France
1,01/01/2006,4.527424537,Germany
1,01/01/2006,1.327103227,Greece
1,01/01/2006,0.042087161,Hungary
1,01/01/2006,1.649318252,Iceland
1,01/01/2006,0.163884917,Ireland
1,01/01/2006,8.370819568,Italy
1,01/01/2006,0.610490112,Latvia
1,01/01/2006,0.089853826,Lithuania
1,01/01/2006,0.025187129,Luxembourg
1,01/01/2006,0.02380391,Netherlands
1,01/01/2006,0.373353849,North Macedonia
1,01/01/2006,27.010227633,Norway
1,01/01/2006,0.462053672,Poland
1,01/01/2006,2.47069738,Portugal
1,01/01/2006,4.153505001,Romania
1,01/01/2006,0.968457257,Slovakia
1,01/01/2006,0.81255374,Slovenia
1,01/01/2006,5.858261302,Spain
1,01/01/2006,13.947142146,Sweden
1,01/01/2006,7.005896408,Switzerland
1,01/01/2006,10.011359008,Turkey
1,01/01/2006,2.915780423,Ukraine
1,01/01/2006,1.039373408,United Kingdom
1,01/01/2006,0.569760601,Azerbaijan
1,01/01/2006,0.007919627,Belarus
1,01/01/2006,1.757720437,Kazakhstan
1,01/01/2006,39.210073766,Russian Federation
1,01/01/2006,0.000678825,Turkmenistan
1,01/01/2006,,USSR
1,01/01/2006,1.323646314,Uzbekistan
1,01/01/2006,4.188125085,Iran
1,01/01/2006,1.129284518,Iraq
1,01/01/2006,0.003394126,Israel
1,01/01/2006,0,Kuwait
1,01/01/2006,0,Oman
1,01/01/2006,0,Qatar
1,01/01/2006,0,Saudi Arabia
1,01/01/2006,0,United Arab Emirates
1,01/01/2006,0.049237453,Algeria
1,01/01/2006,2.892813504,Egypt
1,01/01/2006,0.222315246,Morocco
1,01/01/2006,0.655659096,South Africa
1,01/01/2006,9.630172696,Eastern Africa
1,01/01/2006,3.381703399,Australia
1,01/01/2006,0.16948002,Bangladesh
1,01/01/2006,98.607503281,China
1,01/01/2006,0,China Hong Kong SAR
1,01/01/2006,25.482493622,India
1,01/01/2006,2.177444902,Indonesia
1,01/01/2006,19.858579459,Japan
1,01/01/2006,1.430737204,Malaysia
1,01/01/2006,5.334031544,New Zealand
1,01/01/2006,6.844141739,Pakistan
1,01/01/2006,2.249041273,Philippines
1,01/01/2006,0,Singapore
1,01/01/2006,0.784617311,South Korea
1,01/01/2006,1.050680382,Sri Lanka
1,01/01/2006,0.925091815,Taiwan
1,01/01/2006,1.79889804,Thailand
1,01/01/2006,4.460107707,Vietnam
1,01/01/2007,83.183567814,Canada
1,01/01/2007,6.186286411,Mexico
1,01/01/2007,54.994809844,US
1,01/01/2007,8.539847038,Argentina
1,01/01/2007,84.630294067,Brazil
1,01/01/2007,5.053821584,Chile
1,01/01/2007,10.010857046,Colombia
1,01/01/2007,2.044995991,Ecuador
1,01/01/2007,4.423405892,Peru
1,01/01/2007,0,Trinidad & Tobago
1,01/01/2007,18.788618364,Venezuela
1,01/01/2007,8.384498544,Austria
1,01/01/2007,0.088020998,Belgium
1,01/01/2007,0.650314522,Bulgaria
1,01/01/2007,1.063492782,Croatia
1,01/01/2007,0,Cyprus
1,01/01/2007,0.470502331,Czech Republic
1,01/01/2007,0.006380957,Denmark
1,01/01/2007,0.004978051,Estonia
1,01/01/2007,3.197700863,Finland
1,01/01/2007,13.034348554,France
1,01/01/2007,4.790016744,Germany
1,01/01/2007,0.58627868,Greece
1,01/01/2007,0.047517763,Hungary
1,01/01/2007,1.899292945,Iceland
1,01/01/2007,0.150829524,Ireland
1,01/01/2007,7.425216093,Italy
1,01/01/2007,0.618409739,Latvia
1,01/01/2007,0.09517129,Lithuania
1,01/01/2007,0.026406752,Luxembourg
1,01/01/2007,0.024211431,Netherlands
1,01/01/2007,0.228537811,North Macedonia
1,01/01/2007,30.243019414,Norway
1,01/01/2007,0.532198941,Poland
1,01/01/2007,2.268860026,Portugal
1,01/01/2007,3.612707607,Romania
1,01/01/2007,0.977734534,Slovakia
1,01/01/2007,0.739014346,Slovenia
1,01/01/2007,6.162148708,Spain
1,01/01/2007,14.971036792,Sweden
1,01/01/2007,7.976966113,Switzerland
1,01/01/2007,8.11214192,Turkey
1,01/01/2007,2.295107933,Ukraine
1,01/01/2007,1.148867358,United Kingdom
1,01/01/2007,0.534914242,Azerbaijan
1,01/01/2007,0.007919627,Belarus
1,01/01/2007,1.848985473,Kazakhstan
1,01/01/2007,40.060867991,Russian Federation
1,01/01/2007,0.000678825,Turkmenistan
1,01/01/2007,,USSR
1,01/01/2007,1.46108069,Uzbekistan
1,01/01/2007,4.063673802,Iran
1,01/01/2007,1.033242069,Iraq
1,01/01/2007,0.003167851,Israel
1,01/01/2007,0,Kuwait
1,01/01/2007,0,Oman
1,01/01/2007,0,Qatar
1,01/01/2007,0,Saudi Arabia
1,01/01/2007,0,United Arab Emirates
1,01/01/2007,0.051138164,Algeria
1,01/01/2007,3.217065665,Egypt
1,01/01/2007,0.204100104,Morocco
1,01/01/2007,0.648418294,South Africa
1,01/01/2007,10.496140893,Eastern Africa
1,01/01/2007,2.952651944,Australia
1,01/01/2007,0.16948002,Bangladesh
1,01/01/2007,109.803140698,China
1,01/01/2007,0,China Hong Kong SAR
1,01/01/2007,27.744285989,India
1,01/01/2007,2.553740327,Indonesia
1,01/01/2007,16.90178312,Japan
1,01/01/2007,1.347920532,Malaysia
1,01/01/2007,5.349255391,New Zealand
1,01/01/2007,7.155269946,Pakistan
1,01/01/2007,1.937691316,Philippines
1,01/01/2007,0,Singapore
1,01/01/2007,0.821751644,South Korea
1,01/01/2007,0.895251213,Sri Lanka
1,01/01/2007,0.99958137,Taiwan
1,01/01/2007,1.801456533,Thailand
1,01/01/2007,5.07693352,Vietnam
1,01/01/2008,85.41605881,Canada
1,01/01/2008,8.875392399,Mexico
1,01/01/2008,56.807227591,US
1,01/01/2008,8.417205956,Argentina
1,01/01/2008,83.62139657,Brazil
1,01/01/2008,5.490823684,Chile
1,01/01/2008,10.445056526,Colombia
1,01/01/2008,2.555399603,Ecuador
1,01/01/2008,4.312712133,Peru
1,01/01/2008,0,Trinidad & Tobago
1,01/01/2008,19.620966647,Venezuela
1,01/01/2008,8.673007884,Austria
1,01/01/2008,0.092772775,Belgium
1,01/01/2008,0.639000769,Bulgaria
1,01/01/2008,1.308096122,Croatia
1,01/01/2008,0,Cyprus
1,01/01/2008,0.458056524,Czech Republic
1,01/01/2008,0.005837897,Denmark
1,01/01/2008,0.006335702,Estonia
1,01/01/2008,3.864846592,Finland
1,01/01/2008,14.403312667,France
1,01/01/2008,4.625741051,Germany
1,01/01/2008,0.749422999,Greece
1,01/01/2008,0.048196588,Hungary
1,01/01/2008,2.812018227,Iceland
1,01/01/2008,0.219107345,Ireland
1,01/01/2008,9.418246821,Italy
1,01/01/2008,0.703489161,Latvia
1,01/01/2008,0.090939947,Lithuania
1,01/01/2008,0.029894103,Luxembourg
1,01/01/2008,0.022627506,Netherlands
1,01/01/2008,0.19007105,North Macedonia
1,01/01/2008,31.462189437,Norway
1,01/01/2008,0.487170204,Poland
1,01/01/2008,1.538444133,Portugal
1,01/01/2008,3.890799656,Romania
1,01/01/2008,0.923654795,Slovakia
1,01/01/2008,0.909173191,Slovenia
1,01/01/2008,5.324704711,Spain
1,01/01/2008,15.612300312,Sweden
1,01/01/2008,8.154813739,Switzerland
1,01/01/2008,7.52812599,Turkey
1,01/01/2008,2.60487849,Ukraine
1,01/01/2008,1.16332223,United Kingdom
1,01/01/2008,0.505045934,Azerbaijan
1,01/01/2008,0.008824727,Belarus
1,01/01/2008,1.687973209,Kazakhstan
1,01/01/2008,37.285604381,Russian Federation
1,01/01/2008,0.000678825,Turkmenistan
1,01/01/2008,,USSR
1,01/01/2008,0.992419785,Uzbekistan
1,01/01/2008,1.683033896,Iran
1,01/01/2008,0.663446622,Iraq
1,01/01/2008,0.003620401,Israel
1,01/01/2008,0,Kuwait
1,01/01/2008,0,Oman
1,01/01/2008,0,Qatar
1,01/01/2008,0,Saudi Arabia
1,01/01/2008,0,United Arab Emirates
1,01/01/2008,0.064035842,Algeria
1,01/01/2008,3.415848305,Egypt
1,01/01/2008,0.2072227,Morocco
1,01/01/2008,0.285020557,South Africa
1,01/01/2008,10.360610354,Eastern Africa
1,01/01/2008,2.673473775,Australia
1,01/01/2008,0.214961307,Bangladesh
1,01/01/2008,144.128162194,China
1,01/01/2008,0,China Hong Kong SAR
1,01/01/2008,26.059876906,India
1,01/01/2008,2.608498891,Indonesia
1,01/01/2008,16.843999846,Japan
1,01/01/2008,1.766529393,Malaysia
1,01/01/2008,5.056645201,New Zealand
1,01/01/2008,6.101280717,Pakistan
1,01/01/2008,2.227119971,Philippines
1,01/01/2008,0,Singapore
1,01/01/2008,0.694689732,South Korea
1,01/01/2008,0.936596124,Sri Lanka
1,01/01/2008,0.974137932,Taiwan
1,01/01/2008,1.572767797,Thailand
1,01/01/2008,5.879531158,Vietnam
1,01/01/2009,83.424764685,Canada
1,01/01/2009,6.046523409,Mexico
1,01/01/2009,61.441163913,US
1,01/01/2009,9.22817577,Argentina
1,01/01/2009,88.470847853,Brazil
1,01/01/2009,5.69745,Chile
1,01/01/2009,9.240477448,Colombia
1,01/01/2009,2.087479574,Ecuador
1,01/01/2009,4.503733538,Peru
1,01/01/2009,0,Trinidad & Tobago
1,01/01/2009,19.423283704,Venezuela
1,01/01/2009,9.253813496,Austria
1,01/01/2009,0.07421822,Belgium
1,01/01/2009,0.785174458,Bulgaria
1,01/01/2009,1.676471919,Croatia
1,01/01/2009,0,Cyprus
1,01/01/2009,0.549762411,Czech Republic
1,01/01/2009,0.004276599,Denmark
1,01/01/2009,0.007240802,Estonia
1,01/01/2009,2.873693262,Finland
1,01/01/2009,12.896320768,France
1,01/01/2009,4.306240666,Germany
1,01/01/2009,1.216002172,Greece
1,01/01/2009,0.051590714,Hungary
1,01/01/2009,2.778508994,Iceland
1,01/01/2009,0.204039915,Ireland
1,01/01/2009,11.118703896,Italy
1,01/01/2009,0.782232882,Latvia
1,01/01/2009,0.096008508,Lithuania
1,01/01/2009,0.023948726,Luxembourg
1,01/01/2009,0.021998914,Netherlands
1,01/01/2009,0.287369326,North Macedonia
1,01/01/2009,28.348418337,Norway
1,01/01/2009,0.537403267,Poland
1,01/01/2009,1.874688872,Portugal
1,01/01/2009,3.514956781,Romania
1,01/01/2009,1.001493415,Slovakia
1,01/01/2009,1.066886908,Slovenia
1,01/01/2009,5.962908518,Spain
1,01/01/2009,14.801556772,Sweden
1,01/01/2009,8.084154209,Switzerland
1,01/01/2009,8.136489116,Turkey
1,01/01/2009,2.700819116,Ukraine
1,01/01/2009,1.182941696,United Kingdom
1,01/01/2009,0.522333348,Azerbaijan
1,01/01/2009,0.010182378,Belarus
1,01/01/2009,1.556569783,Kazakhstan
1,01/01/2009,39.41688917,Russian Federation
1,01/01/2009,0.000678825,Turkmenistan
1,01/01/2009,,USSR
1,01/01/2009,1.467009096,Uzbekistan
1,01/01/2009,1.521247228,Iran
1,01/01/2009,0.640405937,Iraq
1,01/01/2009,0.005430601,Israel
1,01/01/2009,0,Kuwait
1,01/01/2009,0,Oman
1,01/01/2009,0,Qatar
1,01/01/2009,0,Saudi Arabia
1,01/01/2009,0,United Arab Emirates
1,01/01/2009,0.077386071,Algeria
1,01/01/2009,3.116373263,Egypt
1,01/01/2009,0.581142237,Morocco
1,01/01/2009,0.328465381,South Africa
1,01/01/2009,10.865783359,Eastern Africa
1,01/01/2009,2.860580622,Australia
1,01/01/2009,0.0943567,Bangladesh
1,01/01/2009,139.303977916,China
1,01/01/2009,0,China Hong Kong SAR
1,01/01/2009,24.061643549,India
1,01/01/2009,2.575915283,Indonesia
1,01/01/2009,15.566868826,Japan
1,01/01/2009,1.558582613,Malaysia
1,01/01/2009,5.479803407,New Zealand
1,01/01/2009,6.37643119,Pakistan
1,01/01/2009,2.21468231,Philippines
1,01/01/2009,0,Singapore
1,01/01/2009,0.636550476,South Korea
1,01/01/2009,0.880461391,Sri Lanka
1,01/01/2009,0.848144135,Taiwan
1,01/01/2009,1.576172331,Thailand
1,01/01/2009,6.783047473,Vietnam
1,01/01/2010,79.509617376,Canada
1,01/01/2010,8.407926541,Mexico
1,01/01/2010,58.214844512,US
1,01/01/2010,9.173869756,Argentina
1,01/01/2010,91.254426678,Brazil
1,01/01/2010,4.923626316,Chile
1,01/01/2010,9.177142288,Colombia
1,01/01/2010,1.954202136,Ecuador
1,01/01/2010,4.53729013,Peru
1,01/01/2010,0,Trinidad & Tobago
1,01/01/2010,17.346196316,Venezuela
1,01/01/2010,8.680684775,Austria
1,01/01/2010,0.070597819,Belgium
1,01/01/2010,1.144272978,Bulgaria
1,01/01/2010,2.064986197,Croatia
1,01/01/2010,0,Cyprus
1,01/01/2010,0.631171652,Czech Republic
1,01/01/2010,0.004670694,Denmark
1,01/01/2010,0.006109427,Estonia
1,01/01/2010,2.912548575,Finland
1,01/01/2010,14.190614111,France
1,01/01/2010,4.741141331,Germany
1,01/01/2010,1.688011947,Greece
1,01/01/2010,0.042539711,Hungary
1,01/01/2010,2.849274095,Iceland
1,01/01/2010,0.13559103,Ireland
1,01/01/2010,11.56650224,Italy
1,01/01/2010,0.796488211,Latvia
1,01/01/2010,0.122188532,Lithuania
1,01/01/2010,0.024360999,Luxembourg
1,01/01/2010,0.023570394,Netherlands
1,01/01/2010,0.550074671,North Macedonia
1,01/01/2010,26.417613251,Norway
1,01/01/2010,0.660723175,Poland
1,01/01/2010,3.653889668,Portugal
1,01/01/2010,4.499027017,Romania
1,01/01/2010,1.153776531,Slovakia
1,01/01/2010,1.022310721,Slovenia
1,01/01/2010,9.51162968,Spain
1,01/01/2010,15.024211431,Sweden
1,01/01/2010,8.160447759,Switzerland
1,01/01/2010,11.720020817,Turkey
1,01/01/2010,2.975969589,Ukraine
1,01/01/2010,0.812638773,United Kingdom
1,01/01/2010,0.779811739,Azerbaijan
1,01/01/2010,0.010182378,Belarus
1,01/01/2010,1.815183735,Kazakhstan
1,01/01/2010,37.671063945,Russian Federation
1,01/01/2010,0.000678825,Turkmenistan
1,01/01/2010,,USSR
1,01/01/2010,1.853667919,Uzbekistan
1,01/01/2010,2.319771915,Iran
1,01/01/2010,0.818000634,Iraq
1,01/01/2010,0.007014527,Israel
1,01/01/2010,0,Kuwait
1,01/01/2010,0,Oman
1,01/01/2010,0,Qatar
1,01/01/2010,0,Saudi Arabia
1,01/01/2010,0,United Arab Emirates
1,01/01/2010,0.039145585,Algeria
1,01/01/2010,2.931280264,Egypt
1,01/01/2010,0.784676653,Morocco
1,01/01/2010,0.258609723,South Africa
1,01/01/2010,12.212572931,Eastern Africa
1,01/01/2010,3.110376974,Australia
1,01/01/2010,0.164954519,Bangladesh
1,01/01/2010,160.96826266,China
1,01/01/2010,0,China Hong Kong SAR
