1965,1966,1967,1968,1969,1970,1971,1972,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,1973,Growth rate per annum 2007-17,Growth rate per annum 2018,Number of Records,Primary Energy: Consumption* Million tonnes oil equivalent,Share 2018
115.910848753,122.991657081,129.026540740,137.695457416,145.303022570,155.587992011,159.794037212,170.698240231,187.556716609,185.469176292,196.111210799,205.538248314,209.151937722,211.629192874,216.682424823,210.677242587,213.404145111,211.693978398,225.405948744,232.375731126,232.753894653,240.772642602,250.841405756,253.629229704,248.959370515,249.176779919,255.459400444,261.004880655,270.622254816,276.541290651,284.160332651,286.588538777,282.910416753,291.885348664,300.413821939,293.888514962,303.549132856,305.679634659,309.852518289,313.583047361,310.394163774,322.059112686,321.540727407,304.885433045,311.964129848,327.203681006,324.724983207,337.019815705,341.813863067,339.043045618,338.223483511,343.696739405,344.424157109,181.241163299,0.006523646,0.002116452,1,Canada,0.024841476
24.972963901,26.432788381,26.922222420,29.291126910,32.196346197,34.320386235,36.094722429,39.916724209,47.492627092,50.775610002,54.009616002,56.952879091,64.238349039,71.021967295,77.443142809,85.458175547,89.125371314,88.191172240,92.249922929,96.716048478,93.984953376,97.137908476,97.799225431,103.227647540,108.603973271,112.835897516,114.741069079,115.315196764,122.074802174,119.992830932,123.752013330,125.921360241,131.586596479,133.140591132,139.399538705,137.807104270,142.317046422,143.598709059,151.381068104,161.150425537,166.318997162,167.264861581,170.836235510,169.543060708,174.578145567,183.054675709,184.181944580,185.033922543,184.141764199,183.970403780,186.358373481,189.300608459,186.913820002,43.065294988,0.012452669,-0.012608456,1,Mexico,0.013481096
1249.642424483,1320.037949534,1365.733676410,1448.932114054,1526.191927949,1577.850993312,1610.270680684,1692.888180146,1716.951707363,1674.177716299,1765.631269773,1812.216488497,1819.342936801,1841.161519201,1774.179423637,1721.830187062,1649.015940908,1641.204203318,1728.574250116,1724.019084948,1733.986995785,1792.919249239,1874.835636681,1919.015623683,1922.421952414,1919.262625798,1948.530846821,1989.194647693,2026.309381185,2069.075846459,2138.498007569,2155.343629249,2169.427093798,2207.391744213,2258.031769116,2206.694704994,2239.832804471,2248.699196446,2294.746113854,2297.446456282,2280.438166701,2314.171438476,2258.634275335,2148.679835054,2223.278288739,2204.148601780,2148.453583311,2208.025392355,2232.931428428,2213.209940879,2212.662101596,2222.480693554,2300.640295737,1762.245097877,-0.004034610,0.035167731,1,US,0.165932907
1390.526237137,1469.462394997,1521.682439570,1615.918698380,1703.691296715,1767.759371559,1806.159440326,1903.503144585,1952.001051064,1910.422502593,2015.752096574,2074.707615902,2092.733223562,2123.812679370,2068.304991269,2017.965605196,1951.545457333,1941.089353956,2046.230121788,2053.110864552,2060.725843814,2130.829800318,2223.476267868,2275.872500928,2279.985296200,2281.275303233,2318.731316344,2365.514725112,2419.006438175,2465.609968042,2546.410353550,2567.853528267,2583.924107031,2632.417684009,2697.845129760,2638.390324226,2685.698983749,2697.977540165,2755.979700247,2772.179929180,2757.151327636,2803.495412743,2751.011238252,2623.108328808,2709.820564154,2714.406958495,2657.360511098,2730.079130604,2758.887055695,2736.223390277,2737.243958587,2755.478041418,2831.978272848,1986.551556164,-0.001726114,0.027762962,1,Total North America,0.204255480
26.914442218,27.809712839,28.635373460,29.623571586,30.644711860,28.937325736,30.747979338,31.299226308,34.004123699,33.074732607,34.886373248,36.504839433,37.193774934,39.414452270,39.315913413,37.890111620,38.806032472,40.490875836,40.378241685,39.433208061,43.553360119,45.508608570,46.340400642,44.365738959,43.815872676,44.326519178,47.672370309,49.164234802,50.020645748,52.070803256,55.823948725,55.416796061,57.479422515,56.274490218,58.482063896,57.798775373,55.090871074,59.213678344,62.486684742,66.705058396,70.147519804,73.341197376,74.658290843,73.284786660,77.182535337,78.724688111,81.019815256,84.488736873,84.127454699,86.098899698,85.917292049,86.103673715,85.052439118,32.626256345,0.016172338,-0.012208940,1,Argentina,0.006134379
22.486225077,24.529219413,25.404552846,29.122827677,31.813745217,37.369777759,40.871057055,47.072427516,61.315546755,64.745004974,71.061201354,75.876592206,83.625819509,90.464551799,92.173363268,89.794160038,94.196470883,95.955269887,102.956472637,109.598747597,117.001723641,120.513563417,125.045279182,127.526839274,125.344064535,130.128554590,136.254050131,142.342138716,149.645740531,157.107371518,165.908600896,175.400854459,181.777141995,185.058869554,188.078798473,185.101879385,189.810009556,193.523243731,203.513295432,209.760382496,215.490953051,229.246661549,239.926146029,238.578210722,263.134341432,275.823786528,281.329395925,292.403142838,299.386206643,295.949648102,289.439294426,293.888754425,297.595143174,56.155979811,0.025151366,0.012611536,1,Brazil,0.021463950
6.168697991,6.613176982,6.743297796,6.736548706,7.251695839,7.652044046,8.176603257,8.414433075,8.029560463,7.231110249,7.581222173,7.840047261,8.318595043,8.581630226,8.856855327,9.083923862,8.305167472,8.478005429,8.888947944,9.147827091,9.553534054,10.018303479,11.207233282,12.406687715,13.089517697,14.626878735,16.145261262,17.080335377,17.966700771,19.362864991,20.582959837,23.552643034,23.700670331,24.753587495,26.113914575,26.290681375,27.240099674,27.125338075,28.560306656,29.695495192,31.750150669,32.493401589,32.174099729,31.547316573,31.715353935,34.502495411,35.315143290,35.703504422,35.074363174,35.914723783,37.667185793,38.308464073,40.097238463,8.137984401,0.016599651,0.046693973,1,Chile,0.002892000
7.544647034,8.219919282,8.748266162,9.212941391,9.366090356,10.216603320,10.035472587,11.273758373,12.604610095,12.852373397,13.387588191,13.691833493,14.634753855,15.541163606,15.794603832,16.176649695,16.911732927,17.782848326,18.239152278,18.953835021,19.543387409,21.248689924,21.247924477,22.345107677,20.865649673,21.682490213,22.762648210,25.018982875,26.834499504,27.257719900,27.925806094,28.803651656,28.981911823,26.742136239,26.085147273,25.699267326,25.629652602,26.578713225,27.093304577,27.201569899,30.566654038,30.732956270,33.265243964,31.791785702,34.084187206,35.723962319,38.279986959,38.851284807,41.011439025,41.306727924,44.243020477,45.510476167,46.948342204,11.249492869,0.040041584,0.031594177,1,Colombia,0.003386133
0.759052236,0.800070460,0.866940265,1.020639056,1.086027587,1.293278136,1.421773025,1.588086964,1.825693513,1.822409525,2.020537332,2.488725327,2.570449890,2.671690766,3.375896532,3.741928060,4.107499045,4.064769585,4.564202685,5.149505984,5.378353971,5.535535799,5.466650545,5.605660327,5.686802224,6.321869319,6.148810448,6.593570844,7.177375294,6.685657265,7.602793959,8.470332125,8.596522721,8.089361928,8.609287259,8.711795719,8.590024700,8.734797622,9.645715217,10.236198072,10.835479423,11.378574713,12.112007913,11.876825601,13.217499352,14.013550738,14.815475330,15.320159665,16.108058255,16.071329689,16.026906881,16.660918935,17.626757673,1.581186467,0.038869769,0.057970316,1,Ecuador,0.001271324
